heading_x;heading_z
0.877024;0.480447
0.877504;0.47957
0.877995;0.47867
0.878498;0.477745
0.879014;0.476797
0.87954;0.475824
0.880079;0.474828
0.880629;0.473806
0.881191;0.472761
0.881764;0.471691
0.882349;0.470596
0.882945;0.469477
0.883552;0.468333
0.884171;0.467164
0.884801;0.46597
0.885442;0.464751
0.886094;0.463506
0.886757;0.462236
0.887431;0.460941
0.888116;0.45962
0.888811;0.458273
0.889518;0.4569
0.890235;0.455501
0.890963;0.454076
0.891701;0.452625
0.89245;0.451147
0.893208;0.449643
0.893978;0.448111
0.894757;0.446553
0.895546;0.444968
0.896346;0.443355
0.897155;0.441715
0.897974;0.440048
0.898803;0.438352
0.899642;0.436629
0.900489;0.434878
0.901347;0.433098
0.902213;0.43129
0.903089;0.429453
0.903974;0.427588
0.904868;0.425693
0.90577;0.42377
0.906681;0.421816
0.907601;0.419834
0.908529;0.417821
0.909466;0.415779
0.91041;0.413706
0.911363;0.411604
0.912324;0.40947
0.913292;0.407306
0.914268;0.405111
0.915251;0.402885
0.916241;0.400627
0.917239;0.398338
0.918243;0.396017
0.919254;0.393664
0.920272;0.391279
0.921296;0.388862
0.922326;0.386412
0.923363;0.383929
0.924405;0.381414
0.925452;0.378865
0.926505;0.376282
0.927563;0.373666
0.928626;0.371017
0.929694;0.368333
0.930766;0.365615
0.931843;0.362862
0.932923;0.360075
0.934007;0.357253
0.935095;0.354397
0.936186;0.351504
0.93728;0.348577
0.938377;0.345614
0.939476;0.342615
0.940577;0.33958
0.94168;0.336509
0.942785;0.333401
0.943891;0.330257
0.944998;0.327077
0.946105;0.323859
0.947213;0.320605
0.948321;0.317313
0.949428;0.313984
0.950535;0.310617
0.951641;0.307213
0.952745;0.303771
0.953847;0.300292
0.954948;0.296774
0.956046;0.293218
0.957141;0.289624
0.958232;0.285991
0.95932;0.28232
0.960404;0.278611
0.961483;0.274863
0.962558;0.271076
0.963627;0.267251
0.96469;0.263386
0.965748;0.259483
0.966798;0.255542
0.967841;0.251561
0.968877;0.247541
0.969905;0.243483
0.970925;0.239386
0.971935;0.23525
0.972927;0.231114
0.973887;0.227033
0.974816;0.223009
0.975716;0.219041
0.976585;0.21513
0.977426;0.211278
0.978238;0.207484
0.979023;0.203749
0.979781;0.200074
0.980512;0.196459
0.981217;0.192905
0.981898;0.189412
0.982553;0.185981
0.983185;0.182611
0.983794;0.179304
0.984379;0.17606
0.984943;0.172878
0.985485;0.16976
0.986007;0.166706
0.986508;0.163715
0.986989;0.160788
0.987451;0.157926
0.987894;0.155128
0.98832;0.152394
0.988728;0.149726
0.989118;0.147122
0.989493;0.144583
0.989851;0.142109
0.990194;0.139701
0.990522;0.137357
0.990835;0.135079
0.991134;0.132866
0.991419;0.130719
0.991692;0.128636
0.991951;0.126619
0.992199;0.124668
0.992434;0.122781
0.992657;0.12096
0.99287;0.119203
0.993071;0.117512
0.993263;0.115886
0.993443;0.114325
0.993614;0.112828
0.993776;0.111397
0.993928;0.11003
0.994072;0.108727
0.994206;0.107489
0.994332;0.106315
0.994451;0.105205
0.994561;0.10416
0.994663;0.103178
0.994758;0.10226
0.994845;0.101406
0.994925;0.100615
0.994999;0.099887
0.995065;0.099223
0.995125;0.098621
0.995178;0.098082
0.995225;0.097606
0.995266;0.097193
0.9953;0.096842
0.995328;0.096553
0.99535;0.096326
0.995366;0.09616
0.995376;0.096057
0.99538;0.096014
0.995378;0.096033
0.99537;0.096114
0.995357;0.096255
0.995337;0.096456
0.995312;0.096718
0.99528;0.097041
0.995243;0.097423
0.9952;0.097866
0.99515;0.098368
0.995094;0.098929
0.995033;0.09955
0.994964;0.10023
0.99489;0.100969
0.994808;0.101767
0.99472;0.102623
0.994626;0.103537
0.994524;0.104509
0.994415;0.105539
0.994299;0.106626
0.994176;0.107771
0.994045;0.108973
0.993906;0.110232
0.993759;0.111547
0.993604;0.112919
0.993441;0.114347
0.993269;0.115831
0.993088;0.11737
0.992899;0.118964
0.992699;0.120614
0.992491;0.122318
0.992273;0.124077
0.992044;0.12589
0.991805;0.127757
0.991556;0.129678
0.991296;0.131651
0.991025;0.133678
0.990742;0.135757
0.990448;0.137889
0.990141;0.140073
0.989822;0.142308
0.989491;0.144594
0.989147;0.146932
0.988789;0.149319
0.988418;0.151757
0.988033;0.154245
0.987633;0.156783
0.987219;0.159368
0.98679;0.162003
0.986346;0.164685
0.985887;0.167415
0.985411;0.170192
0.984919;0.173016
0.984411;0.175886
0.983885;0.178801
0.983343;0.181762
0.982782;0.184767
0.982204;0.187817
0.981611;0.19089
0.981028;0.193867
0.980457;0.196731
0.979901;0.199483
0.97936;0.202124
0.978834;0.204655
0.978325;0.207076
0.977832;0.209389
0.977358;0.211594
0.976901;0.213693
0.976463;0.215686
0.976044;0.217574
0.975644;0.219358
0.975265;0.221039
0.974906;0.222616
0.974568;0.224091
0.974251;0.225465
0.973956;0.226737
0.973682;0.227909
0.973431;0.22898
0.973202;0.229952
0.972995;0.230824
0.972812;0.231597
0.972651;0.232272
0.972513;0.232847
0.972399;0.233325
0.972308;0.233703
0.97224;0.233984
0.972196;0.234167
0.972176;0.234251
0.972179;0.234237
0.972206;0.234125
0.972257;0.233915
0.972331;0.233606
0.972429;0.233198
0.972551;0.232691
0.972695;0.232085
0.972864;0.231379
0.973055;0.230574
0.973269;0.229667
0.973506;0.22866
0.973766;0.227551
0.974048;0.22634
0.974353;0.225026
0.974679;0.223608
0.975027;0.222087
0.975396;0.22046
0.975786;0.218728
0.976196;0.21689
0.976627;0.214943
0.977076;0.212889
0.977545;0.210725
0.978033;0.20845
0.978539;0.206064
0.979061;0.203565
0.979601;0.200953
0.980156;0.198226
0.980727;0.195382
0.981313;0.192421
0.981911;0.189341
0.982523;0.186141
0.983147;0.182819
0.983781;0.179374
0.984425;0.175805
0.985078;0.172111
0.985738;0.168288
0.986404;0.164337
0.987076;0.160255
0.98775;0.156042
0.988427;0.151694
0.989105;0.147212
0.989782;0.142592
0.990455;0.137835
0.991125;0.132937
0.991787;0.127897
0.992442;0.122715
0.993086;0.117387
0.993718;0.111914
0.994335;0.106292
0.994935;0.100521
0.995515;0.0946
0.996074;0.088526
0.996608;0.082299
0.997114;0.075918
0.99759;0.06938
0.998033;0.062686
0.99844;0.055834
0.998807;0.048824
0.999132;0.041654
0.999411;0.034324
0.99964;0.026833
0.999816;0.019182
0.999935;0.01137
0.999994;0.003398
0.999989;-0.004735
0.999915;-0.013028
0.999769;-0.02148
0.999547;-0.03009
0.999245;-0.038857
0.998858;-0.047779
0.998382;-0.056855
0.997814;-0.066082
0.997149;-0.075458
0.996383;-0.084981
0.995511;-0.094647
0.99453;-0.104453
0.993435;-0.114395
0.992224;-0.124469
0.99089;-0.13467
0.989432;-0.144994
0.987846;-0.155437
0.986127;-0.165991
0.984274;-0.176651
0.982282;-0.187411
0.980148;-0.198265
0.977872;-0.209206
0.975449;-0.220226
0.972878;-0.231318
0.970158;-0.242474
0.967286;-0.253687
0.964263;-0.264948
0.961086;-0.276249
0.957756;-0.287581
0.954273;-0.298935
0.950638;-0.310303
0.946849;-0.321679
0.94291;-0.333046
0.938823;-0.344401
0.934588;-0.355732
0.930235;-0.366964
0.925813;-0.377982
0.921326;-0.388791
0.916779;-0.399395
0.912176;-0.409798
0.907521;-0.420006
0.902818;-0.430022
0.898071;-0.439852
0.893281;-0.449499
0.888453;-0.458969
0.883588;-0.468266
0.878689;-0.477394
0.873759;-0.486359
0.868799;-0.495164
0.863812;-0.503813
0.8588;-0.512312
0.853762;-0.520663
0.848702;-0.528872
0.843619;-0.536942
0.838516;-0.544877
0.833393;-0.552681
0.828251;-0.560358
0.823091;-0.56791
0.817913;-0.575342
0.812718;-0.582657
0.807506;-0.589859
0.802278;-0.596951
0.797033;-0.603936
0.791772;-0.610817
0.786494;-0.617598
0.7812;-0.62428
0.77589;-0.630868
0.770564;-0.637363
0.76522;-0.643768
0.75986;-0.650087
0.754481;-0.656322
0.749085;-0.662474
0.74367;-0.668547
0.738235;-0.674543
0.732781;-0.680464
0.727306;-0.686313
0.721811;-0.692091
0.716293;-0.6978
0.710753;-0.703442
0.705189;-0.70902
0.6996;-0.714535
0.693986;-0.719989
0.688345;-0.725383
0.682677;-0.73072
0.67698;-0.736001
0.671253;-0.741228
0.665496;-0.746402
0.659706;-0.751524
0.653883;-0.756596
0.648025;-0.761619
0.642131;-0.766595
0.6362;-0.771524
0.63023;-0.776409
0.624219;-0.781249
0.618167;-0.786047
0.612072;-0.790802
0.605931;-0.795517
0.599744;-0.800192
0.593509;-0.804828
0.587223;-0.809425
0.580886;-0.813985
0.574496;-0.818508
0.568049;-0.822995
0.561546;-0.827446
0.554983;-0.831862
0.548358;-0.836243
0.541671;-0.840591
0.534917;-0.844904
0.528096;-0.849185
0.521205;-0.853431
0.514242;-0.857645
0.507204;-0.861826
0.500089;-0.865974
0.492894;-0.870089
0.485617;-0.874171
0.478256;-0.87822
0.470808;-0.882236
0.463269;-0.886218
0.455638;-0.890165
0.447912;-0.894078
0.440087;-0.897955
0.43216;-0.901797
0.424129;-0.905602
0.415991;-0.909369
0.407742;-0.913097
0.39938;-0.916786
0.3909;-0.920433
0.3823;-0.924038
0.373576;-0.9276
0.364725;-0.931115
0.355743;-0.934584
0.346627;-0.938003
0.337374;-0.941371
0.327979;-0.944685
0.318439;-0.947944
0.30875;-0.951143
0.298909;-0.954282
0.288912;-0.957356
0.278755;-0.960362
0.268435;-0.963298
0.257947;-0.966159
0.247288;-0.968942
0.236455;-0.971643
0.225443;-0.974256
0.21425;-0.976779
0.202872;-0.979205
0.191305;-0.981531
0.179547;-0.983749
0.167594;-0.985856
0.155443;-0.987845
0.143093;-0.989709
0.13054;-0.991443
0.117781;-0.99304
0.104816;-0.994492
0.091642;-0.995792
0.078259;-0.996933
0.064665;-0.997907
0.050861;-0.998706
0.036845;-0.999321
0.022624;-0.999744
0.008342;-0.999965
-0.005914;-0.999983
-0.020133;-0.999797
-0.034302;-0.999412
-0.048411;-0.998828
-0.062448;-0.998048
-0.076404;-0.997077
-0.090267;-0.995918
-0.104028;-0.994574
-0.117678;-0.993052
-0.131207;-0.991355
-0.144608;-0.989489
-0.15787;-0.98746
-0.170989;-0.985273
-0.183956;-0.982935
-0.196765;-0.980451
-0.209411;-0.977828
-0.221888;-0.975072
-0.234191;-0.972191
-0.246316;-0.96919
-0.258259;-0.966076
-0.270018;-0.962855
-0.281588;-0.959535
-0.292969;-0.956122
-0.304159;-0.952621
-0.315155;-0.94904
-0.325958;-0.945384
-0.336566;-0.94166
-0.346979;-0.937873
-0.357199;-0.934028
-0.367224;-0.930133
-0.377057;-0.92619
-0.386698;-0.922207
-0.396147;-0.918187
-0.405407;-0.914136
-0.41448;-0.910058
-0.423368;-0.905958
-0.432072;-0.901839
-0.440595;-0.897706
-0.448941;-0.893562
-0.45711;-0.88941
-0.465106;-0.885255
-0.472933;-0.881098
-0.480591;-0.876945
-0.488085;-0.872796
-0.495417;-0.868655
-0.50259;-0.864525
-0.509607;-0.860407
-0.516472;-0.856304
-0.523188;-0.852218
-0.529756;-0.84815
-0.536182;-0.844103
-0.542467;-0.840077
-0.548615;-0.836075
-0.554628;-0.832098
-0.56051;-0.828148
-0.566263;-0.824225
-0.57189;-0.82033
-0.577395;-0.816465
-0.582779;-0.81263
-0.588047;-0.808827
-0.5932;-0.805055
-0.598242;-0.801316
-0.603174;-0.79761
-0.608;-0.793937
-0.612722;-0.790298
-0.617343;-0.786694
-0.621864;-0.783125
-0.626288;-0.779592
-0.630618;-0.776093
-0.634856;-0.77263
-0.639004;-0.769204
-0.643064;-0.765813
-0.647038;-0.762458
-0.650929;-0.759139
-0.654738;-0.755856
-0.658468;-0.752609
-0.662119;-0.749398
-0.665695;-0.746224
-0.669197;-0.743085
-0.672626;-0.739982
-0.675985;-0.736916
-0.679274;-0.733885
-0.682496;-0.730889
-0.685652;-0.727929
-0.688744;-0.725004
-0.691773;-0.722115
-0.694741;-0.71926
-0.697649;-0.71644
-0.700498;-0.713655
-0.70329;-0.710903
-0.706025;-0.708187
-0.708707;-0.705503
-0.711334;-0.702854
-0.713909;-0.700239
-0.716433;-0.697656
-0.718906;-0.695107
-0.721331;-0.692591
-0.723707;-0.690107
-0.726037;-0.687656
-0.72832;-0.685237
-0.730558;-0.682851
-0.732752;-0.680496
-0.734903;-0.678172
-0.737011;-0.67588
-0.739078;-0.67362
-0.741104;-0.67139
-0.74309;-0.669191
-0.745037;-0.667023
-0.746945;-0.664886
-0.748815;-0.662779
-0.750649;-0.660702
-0.752445;-0.658655
-0.754206;-0.656638
-0.755932;-0.65465
-0.757623;-0.652692
-0.75928;-0.650764
-0.760904;-0.648864
-0.762495;-0.646994
-0.764053;-0.645153
-0.76558;-0.643341
-0.767074;-0.641558
-0.768538;-0.639804
-0.769972;-0.638078
-0.771383;-0.636372
-0.772802;-0.634647
-0.774234;-0.6329
-0.775677;-0.63113
-0.777132;-0.629338
-0.778599;-0.627522
-0.780077;-0.625683
-0.781567;-0.623821
-0.783069;-0.621935
-0.784582;-0.620025
-0.786107;-0.61809
-0.787644;-0.616131
-0.789192;-0.614147
-0.790751;-0.612138
-0.792322;-0.610103
-0.793905;-0.608042
-0.795499;-0.605955
-0.797104;-0.603842
-0.798721;-0.601702
-0.800349;-0.599534
-0.801988;-0.59734
-0.803639;-0.595118
-0.8053;-0.592868
-0.806972;-0.590589
-0.808656;-0.588282
-0.81035;-0.585946
-0.812055;-0.58358
-0.813771;-0.581185
-0.815498;-0.57876
-0.817235;-0.576305
-0.818982;-0.573819
-0.82074;-0.571302
-0.822508;-0.568754
-0.824286;-0.566174
-0.826074;-0.563562
-0.827872;-0.560917
-0.829679;-0.55824
-0.831496;-0.55553
-0.833323;-0.552786
-0.835159;-0.550009
-0.837004;-0.547197
-0.838857;-0.544351
-0.84072;-0.54147
-0.842591;-0.538554
-0.844471;-0.535602
-0.846358;-0.532614
-0.848254;-0.52959
-0.850157;-0.526529
-0.852068;-0.52343
-0.853987;-0.520295
-0.855912;-0.517122
-0.857844;-0.51391
-0.859783;-0.51066
-0.861728;-0.507371
-0.863679;-0.504043
-0.865635;-0.500675
-0.867597;-0.497267
-0.869565;-0.493819
-0.871536;-0.490331
-0.873513;-0.486801
-0.875493;-0.48323
-0.877478;-0.479617
-0.879465;-0.475963
-0.881456;-0.472266
-0.88345;-0.468526
-0.885445;-0.464744
-0.887443;-0.460918
-0.889442;-0.457049
-0.891442;-0.453135
-0.893442;-0.449178
-0.895443;-0.445176
-0.897443;-0.44113
-0.899443;-0.437038
-0.901441;-0.432902
-0.903437;-0.42872
-0.905432;-0.424492
-0.907423;-0.420219
-0.909411;-0.415899
-0.911395;-0.411534
-0.913374;-0.407121
-0.915348;-0.402663
-0.917317;-0.398157
-0.91928;-0.393605
-0.921235;-0.389006
-0.923183;-0.38436
-0.925124;-0.379666
-0.927055;-0.374925
-0.928977;-0.370137
-0.930889;-0.365302
-0.93279;-0.36042
-0.93468;-0.35549
-0.936558;-0.350513
-0.938423;-0.345489
-0.940274;-0.340418
-0.942112;-0.3353
-0.943934;-0.330135
-0.94574;-0.324923
-0.947531;-0.319665
-0.949304;-0.314361
-0.951059;-0.30901
-0.952795;-0.303614
-0.954512;-0.298172
-0.956209;-0.292685
-0.957885;-0.287153
-0.959539;-0.281577
-0.96117;-0.275957
-0.962778;-0.270293
-0.964362;-0.264586
-0.965921;-0.258836
-0.967455;-0.253044
-0.968962;-0.247211
-0.970442;-0.241336
-0.971893;-0.235421
-0.973317;-0.229466
-0.97471;-0.223472
-0.976074;-0.21744
-0.977406;-0.21137
-0.978707;-0.205264
-0.979975;-0.199121
-0.98121;-0.192943
-0.982411;-0.18673
-0.983578;-0.180484
-0.984709;-0.174206
-0.985805;-0.167896
-0.986864;-0.161555
-0.987886;-0.155185
-0.988869;-0.148786
-0.989815;-0.142359
-0.990722;-0.135906
-0.991589;-0.12943
-0.992402;-0.123034
-0.993159;-0.116773
-0.99386;-0.110649
-0.994508;-0.104661
-0.995106;-0.098811
-0.995657;-0.093098
-0.996162;-0.087524
-0.996625;-0.082089
-0.997047;-0.076791
-0.997431;-0.071632
-0.997779;-0.066612
-0.998093;-0.061729
-0.998375;-0.056985
-0.998627;-0.052378
-0.998852;-0.047909
-0.99905;-0.043576
-0.999224;-0.03938
-0.999376;-0.03532
-0.999507;-0.031395
-0.999619;-0.027605
-0.999713;-0.023949
-0.999791;-0.020427
-0.999855;-0.017038
-0.999905;-0.01378
-0.999943;-0.010654
-0.999971;-0.00766
-0.999989;-0.004795
-0.999998;-0.00206
-1.0;0.000547
-0.999995;0.003025
-0.999986;0.005376
-0.999971;0.007601
-0.999953;0.009699
-0.999932;0.011672
-0.999909;0.01352
-0.999884;0.015244
-0.999858;0.016844
-0.999832;0.018322
-0.999806;0.019677
-0.999781;0.020911
-0.999757;0.022023
-0.999735;0.023014
-0.999715;0.023885
-0.999696;0.024636
-0.999681;0.025268
-0.999668;0.025781
-0.999657;0.026176
-0.99965;0.026452
-0.999646;0.02661
-0.999645;0.02665
-0.999647;0.026574
-0.999652;0.02638
-0.99966;0.026069
-0.999671;0.025642
-0.999685;0.025098
-0.999701;0.024438
-0.99972;0.023662
-0.999741;0.02277
-0.999763;0.021762
-0.999787;0.020639
-0.999812;0.019399
-0.999837;0.018044
-0.999863;0.016572
-0.999888;0.014986
-0.999912;0.013283
-0.999934;0.011465
-0.999955;0.009531
-0.999972;0.00748
-0.999986;0.005314
-0.999995;0.003032
-1.0;0.000634
-0.999998;-0.00188
-0.99999;-0.00451
-0.999974;-0.007257
-0.999949;-0.01012
-0.999914;-0.0131
-0.999869;-0.016196
-0.999812;-0.019409
-0.999741;-0.022738
-0.999657;-0.026184
-0.999557;-0.029746
-0.999441;-0.033425
-0.999307;-0.037221
-0.999154;-0.041133
-0.99898;-0.045162
-0.998784;-0.049307
-0.998564;-0.053568
-0.99832;-0.057945
-0.998049;-0.062437
-0.99775;-0.067045
-0.997421;-0.071768
-0.997061;-0.076606
-0.996669;-0.081557
-0.996241;-0.086623
-0.995777;-0.091801
-0.995275;-0.097091
-0.994734;-0.102493
-0.99415;-0.108006
-0.993523;-0.113628
-0.992851;-0.11936
-0.992132;-0.125199
-0.991363;-0.131144
-0.990544;-0.137195
-0.989672;-0.143349
-0.988746;-0.149606
-0.987763;-0.155963
-0.986722;-0.16242
-0.985621;-0.168974
-0.984458;-0.175623
-0.983231;-0.182365
-0.981939;-0.189198
-0.98058;-0.19612
-0.979152;-0.203128
-0.977654;-0.21022
-0.976084;-0.217394
-0.97444;-0.224646
-0.972722;-0.231973
-0.970928;-0.239374
-0.969055;-0.246843
-0.967105;-0.254379
-0.965074;-0.261978
-0.962962;-0.269636
-0.960768;-0.277352
-0.958492;-0.285119
-0.956133;-0.292934
-0.953689;-0.300794
-0.951161;-0.308695
-0.948548;-0.316634
-0.945874;-0.324535
-0.94316;-0.33234
-0.940407;-0.34005
-0.937618;-0.347668
-0.934792;-0.355195
-0.931931;-0.362635
-0.929036;-0.369989
-0.926107;-0.37726
-0.923146;-0.384449
-0.920153;-0.391558
-0.917129;-0.398591
-0.914074;-0.405548
-0.910989;-0.412431
-0.907874;-0.419243
-0.90473;-0.425986
-0.901556;-0.432661
-0.898355;-0.43927
-0.895125;-0.445815
-0.891867;-0.452298
-0.888581;-0.45872
-0.885267;-0.465084
-0.881925;-0.47139
-0.878555;-0.47764
-0.875158;-0.483837
-0.871733;-0.489981
-0.86828;-0.496074
-0.864799;-0.502119
-0.861289;-0.508115
-0.857752;-0.514064
-0.854186;-0.519968
-0.85059;-0.525829
-0.846966;-0.531647
-0.843312;-0.537425
-0.839628;-0.543162
-0.835914;-0.548861
-0.832169;-0.554523
-0.828392;-0.560149
-0.824584;-0.56574
-0.820744;-0.571297
-0.81687;-0.576821
-0.812964;-0.582315
-0.809023;-0.587778
-0.805047;-0.593211
-0.801036;-0.598616
-0.796988;-0.603995
-0.792904;-0.609346
-0.788782;-0.614673
-0.784621;-0.619975
-0.780421;-0.625254
-0.776181;-0.630511
-0.771899;-0.635745
-0.767575;-0.640959
-0.763208;-0.646153
-0.758796;-0.651328
-0.754339;-0.656485
-0.749836;-0.661624
-0.745285;-0.666746
-0.740686;-0.671851
-0.736036;-0.676942
-0.731336;-0.682017
-0.726583;-0.687079
-0.721776;-0.692127
-0.716914;-0.697162
-0.711995;-0.702184
-0.707019;-0.707195
-0.701983;-0.712194
-0.696885;-0.717183
-0.691725;-0.722161
-0.686501;-0.727128
-0.681211;-0.732087
-0.675854;-0.737036
-0.670427;-0.741976
-0.664928;-0.746907
-0.659357;-0.75183
-0.65371;-0.756745
-0.647987;-0.761651
-0.642185;-0.76655
-0.636301;-0.771441
-0.630334;-0.776324
-0.624283;-0.781199
-0.618143;-0.786066
-0.611913;-0.790925
-0.605592;-0.795776
-0.599175;-0.800618
-0.592662;-0.805451
-0.586049;-0.810276
-0.579333;-0.815091
-0.572513;-0.819895
-0.565586;-0.824689
-0.558548;-0.829472
-0.551398;-0.834243
-0.544131;-0.839
-0.536746;-0.843744
-0.529239;-0.848473
-0.521607;-0.853186
-0.513848;-0.857881
-0.505958;-0.862558
-0.497933;-0.867215
-0.489772;-0.871851
-0.48147;-0.876462
-0.473025;-0.881049
-0.464433;-0.885608
-0.455691;-0.890138
-0.446795;-0.894636
-0.437743;-0.8991
-0.428531;-0.903527
-0.419155;-0.907915
-0.409614;-0.912259
-0.399902;-0.916558
-0.390017;-0.920808
-0.379957;-0.925004
-0.369717;-0.929145
-0.359295;-0.933224
-0.348688;-0.937239
-0.337894;-0.941184
-0.326909;-0.945056
-0.315732;-0.948848
-0.304359;-0.952557
-0.29279;-0.956177
-0.281023;-0.959701
-0.269054;-0.963125
-0.256884;-0.966442
-0.244511;-0.969647
-0.231934;-0.972732
-0.219154;-0.97569
-0.20617;-0.978516
-0.192983;-0.981202
-0.179597;-0.98374
-0.166178;-0.986096
-0.152825;-0.988253
-0.139551;-0.990215
-0.126368;-0.991983
-0.113289;-0.993562
-0.100324;-0.994955
-0.087486;-0.996166
-0.074785;-0.9972
-0.06223;-0.998062
-0.049831;-0.998758
-0.037595;-0.999293
-0.025532;-0.999674
-0.013649;-0.999907
-0.00195;-0.999998
0.009556;-0.999954
0.020865;-0.999782
0.031972;-0.999489
0.042874;-0.99908
0.053567;-0.998564
0.064047;-0.997947
0.074314;-0.997235
0.084364;-0.996435
0.094197;-0.995554
0.103811;-0.994597
0.113207;-0.993571
0.122383;-0.992483
0.131341;-0.991337
0.140082;-0.99014
0.148606;-0.988897
0.156914;-0.987612
0.165008;-0.986292
0.172891;-0.984941
0.180563;-0.983563
0.188027;-0.982164
0.195284;-0.980747
0.202339;-0.979316
0.209192;-0.977875
0.215848;-0.976427
0.222308;-0.974977
0.228575;-0.973526
0.234653;-0.972079
0.240544;-0.970638
0.246251;-0.969206
0.251777;-0.967785
0.257124;-0.966378
0.262297;-0.964987
0.267297;-0.963614
0.272127;-0.962261
0.276791;-0.96093
0.281292;-0.959622
0.285631;-0.95834
0.289812;-0.957083
0.293838;-0.955855
0.29771;-0.954656
0.301432;-0.953488
0.305006;-0.952351
0.308434;-0.951246
0.311719;-0.950174
0.314863;-0.949137
0.317869;-0.948135
0.320737;-0.947168
0.323472;-0.946238
0.326074;-0.945344
0.328545;-0.944488
0.330888;-0.94367
0.333103;-0.94289
0.335194;-0.942149
0.337161;-0.941447
0.339006;-0.940784
0.34073;-0.940161
0.342336;-0.939578
0.343823;-0.939034
0.345195;-0.938531
0.346451;-0.938068
0.347593;-0.937646
0.348622;-0.937264
0.349538;-0.936922
0.350344;-0.936621
0.35104;-0.93636
0.351626;-0.93614
0.352104;-0.935961
0.352474;-0.935822
0.352736;-0.935723
0.352892;-0.935664
0.352942;-0.935645
0.352885;-0.935667
0.352723;-0.935728
0.352456;-0.935828
0.352084;-0.935968
0.351608;-0.936147
0.351027;-0.936365
0.350341;-0.936622
0.349551;-0.936917
0.348657;-0.93725
0.347658;-0.937621
0.346555;-0.93803
0.345346;-0.938475
0.344033;-0.938957
0.342615;-0.939476
0.34109;-0.940031
0.33946;-0.940621
0.337723;-0.941245
0.335879;-0.941905
0.333928;-0.942598
0.331869;-0.943325
0.329702;-0.944085
0.327425;-0.944877
0.325038;-0.945701
0.32254;-0.946556
0.319931;-0.947441
0.31721;-0.948355
0.314375;-0.949299
0.311427;-0.95027
0.308364;-0.951269
0.305185;-0.952293
0.301889;-0.953343
0.298475;-0.954417
0.294943;-0.955515
0.291291;-0.956634
0.287518;-0.957775
0.283623;-0.958936
0.279605;-0.960115
0.275463;-0.961312
0.271196;-0.962524
0.266802;-0.963751
0.262281;-0.964991
0.257632;-0.966243
0.252853;-0.967505
0.247943;-0.968775
0.242954;-0.970038
0.23803;-0.971258
0.233179;-0.972434
0.228404;-0.973567
0.223704;-0.974657
0.219081;-0.975707
0.214536;-0.976716
0.21007;-0.977686
0.205683;-0.978619
0.201377;-0.979514
0.197151;-0.980373
0.193007;-0.981197
0.188945;-0.981988
0.184966;-0.982745
0.18107;-0.98347
0.177259;-0.984164
0.173532;-0.984828
0.169889;-0.985463
0.166333;-0.98607
0.162862;-0.986649
0.159477;-0.987202
0.15618;-0.987729
0.152969;-0.988231
0.149845;-0.988709
0.14681;-0.989165
0.143862;-0.989598
0.141003;-0.990009
0.138232;-0.9904
0.135551;-0.99077
0.132958;-0.991122
0.130455;-0.991454
0.128042;-0.991769
0.125719;-0.992066
0.123486;-0.992346
0.121343;-0.992611
0.119291;-0.992859
0.11733;-0.993093
0.11546;-0.993312
0.113682;-0.993517
0.111995;-0.993709
0.1104;-0.993887
0.108897;-0.994053
0.107487;-0.994206
0.106169;-0.994348
0.104945;-0.994478
0.103813;-0.994597
0.102775;-0.994705
0.101831;-0.994802
0.100981;-0.994888
0.100225;-0.994965
0.099565;-0.995031
0.098999;-0.995088
0.098528;-0.995134
0.098154;-0.995171
0.097876;-0.995199
0.097694;-0.995216
0.097609;-0.995225
0.097622;-0.995224
0.097733;-0.995213
0.097942;-0.995192
0.09825;-0.995162
0.098657;-0.995122
0.099164;-0.995071
0.099771;-0.99501
0.100479;-0.994939
0.101289;-0.994857
0.1022;-0.994764
0.103214;-0.994659
0.104331;-0.994543
0.105552;-0.994414
0.106877;-0.994272
0.108308;-0.994117
0.109843;-0.993949
0.111486;-0.993766
0.113235;-0.993568
0.115092;-0.993355
0.117057;-0.993125
0.119131;-0.992879
0.121315;-0.992614
0.123609;-0.992331
0.126015;-0.992028
0.128532;-0.991705
0.131162;-0.991361
0.133905;-0.990994
0.136763;-0.990604
0.139734;-0.990189
0.142822;-0.989748
0.146025;-0.989281
0.149345;-0.988785
0.152782;-0.98826
0.156338;-0.987704
0.160012;-0.987115
0.163805;-0.986493
0.167718;-0.985835
0.171751;-0.98514
0.175904;-0.984407
0.180179;-0.983634
0.184575;-0.982818
0.189094;-0.981959
0.193734;-0.981054
0.198496;-0.980102
0.203381;-0.9791
0.208388;-0.978046
0.213518;-0.976939
0.21877;-0.975776
0.224144;-0.974556
0.229641;-0.973275
0.235258;-0.971933
0.240997;-0.970526
0.246856;-0.969052
0.252835;-0.967509
0.258933;-0.965895
0.265148;-0.964208
0.27148;-0.962444
0.277928;-0.960602
0.284489;-0.958679
0.291163;-0.956673
0.297947;-0.954582
0.304841;-0.952403
0.31184;-0.950134
0.318945;-0.947773
0.326151;-0.945318
0.333456;-0.942766
0.340858;-0.940115
0.348354;-0.937363
0.35594;-0.934509
0.363612;-0.93155
0.371368;-0.928486
0.379204;-0.925313
0.387085;-0.922044
0.394891;-0.918728
0.402609;-0.915372
0.410238;-0.911979
0.417778;-0.908549
0.425227;-0.905087
0.432587;-0.901592
