heading_x;heading_z
0.803323;0.595543
0.811953;0.583723
0.820272;0.571973
0.828291;0.560298
0.836019;0.548701
0.843464;0.537185
0.850636;0.525755
0.857542;0.514413
0.864193;0.503161
0.870595;0.492
0.876759;0.48093
0.882691;0.469954
0.8884;0.45907
0.893893;0.44828
0.899178;0.437583
0.904262;0.426979
0.909151;0.416466
0.913853;0.406044
0.918375;0.395712
0.922721;0.385468
0.926899;0.37531
0.930914;0.365238
0.934772;0.355249
0.938477;0.345342
0.942035;0.335515
0.945451;0.325764
0.948729;0.31609
0.951875;0.306488
0.954891;0.296957
0.957783;0.287493
0.960553;0.278097
0.963206;0.268765
0.965745;0.259494
0.968173;0.250281
0.970494;0.241125
0.97271;0.232023
0.974825;0.222973
0.97684;0.213971
0.978759;0.205015
0.980584;0.196102
0.982316;0.187231
0.983958;0.178399
0.985513;0.169602
0.986981;0.160839
0.988364;0.152107
0.989664;0.143404
0.990883;0.134725
0.992021;0.12607
0.993081;0.117436
0.994062;0.108819
0.994966;0.100217
0.995793;0.091628
0.996545;0.08305
0.997223;0.074478
0.997825;0.065912
0.998354;0.057348
0.998809;0.048783
0.999191;0.040216
0.999499;0.031643
0.999734;0.023061
0.999895;0.014469
0.999983;0.005862
0.999996;-0.002761
0.999935;-0.011402
0.999799;-0.020066
0.999587;-0.028754
0.999298;-0.03747
0.998931;-0.046215
0.998487;-0.054994
0.997962;-0.063808
0.997357;-0.072661
0.996669;-0.081555
0.995897;-0.090494
0.99504;-0.09948
0.994095;-0.108516
0.99306;-0.117605
0.991935;-0.12675
0.990715;-0.135954
0.989399;-0.14522
0.987985;-0.154551
0.986469;-0.163951
0.984848;-0.173421
0.983119;-0.182966
0.98128;-0.192588
0.979326;-0.202291
0.977253;-0.212077
0.975058;-0.221949
0.972737;-0.231911
0.970285;-0.241966
0.967697;-0.252116
0.964969;-0.262366
0.962094;-0.272716
0.959069;-0.283172
0.955887;-0.293735
0.952542;-0.304408
0.949027;-0.315194
0.945337;-0.326095
0.941464;-0.337114
0.937401;-0.348253
0.93314;-0.359513
0.928673;-0.370899
0.923993;-0.38241
0.91909;-0.394048
0.913955;-0.405815
0.90858;-0.417711
0.902954;-0.429737
0.897111;-0.441806
0.891124;-0.45376
0.885003;-0.465586
0.878755;-0.477273
0.87239;-0.488811
0.865916;-0.50019
0.859342;-0.511402
0.852678;-0.522437
0.845933;-0.533289
0.839118;-0.54395
0.832242;-0.554413
0.825315;-0.564673
0.818347;-0.574724
0.811348;-0.584563
0.804329;-0.594184
0.797298;-0.603586
0.790265;-0.612765
0.78324;-0.62172
0.776231;-0.630449
0.769248;-0.638951
0.762298;-0.647226
0.755392;-0.655274
0.748534;-0.663096
0.741734;-0.670694
0.734999;-0.678068
0.728335;-0.685221
0.721749;-0.692155
0.715247;-0.698872
0.708834;-0.705376
0.702515;-0.711669
0.696296;-0.717754
0.690182;-0.723636
0.684176;-0.729317
0.678282;-0.734802
0.672504;-0.740094
0.666845;-0.745196
0.661308;-0.750114
0.655896;-0.754851
0.650611;-0.759411
0.645456;-0.763798
0.640431;-0.768016
0.63554;-0.772068
0.630783;-0.775959
0.626163;-0.779693
0.621679;-0.783273
0.617332;-0.786702
0.613125;-0.789986
0.609057;-0.793127
0.605128;-0.796128
0.60134;-0.798993
0.597692;-0.801726
0.594185;-0.804328
0.59082;-0.806804
0.587595;-0.809155
0.584511;-0.811386
0.581567;-0.813498
0.578765;-0.815495
0.576103;-0.817377
0.573581;-0.819149
0.571199;-0.820811
0.568957;-0.822367
0.566855;-0.823818
0.564891;-0.825165
0.563067;-0.826411
0.561381;-0.827558
0.559833;-0.828606
0.558423;-0.829556
0.55715;-0.830412
0.556015;-0.831172
0.555017;-0.831839
0.554155;-0.832414
0.553429;-0.832896
0.55284;-0.833288
0.552386;-0.833589
0.552067;-0.833799
0.551884;-0.833921
0.551836;-0.833952
0.551923;-0.833895
0.552145;-0.833748
0.552501;-0.833512
0.552992;-0.833187
0.553617;-0.832772
0.554376;-0.832267
0.555269;-0.831671
0.556296;-0.830984
0.557457;-0.830206
0.558752;-0.829335
0.560181;-0.82837
0.561744;-0.827311
0.56344;-0.826157
0.56527;-0.824906
0.567234;-0.823557
0.569331;-0.822108
0.571562;-0.820559
0.573927;-0.818907
0.576424;-0.81715
0.579055;-0.815288
0.581819;-0.813318
0.584716;-0.811238
0.587745;-0.809046
0.590907;-0.80674
0.594201;-0.804317
0.597626;-0.801775
0.601182;-0.799112
0.604869;-0.796325
0.608686;-0.793412
0.612631;-0.790369
0.616706;-0.787194
0.620907;-0.783884
0.625235;-0.780437
0.629688;-0.776848
0.634264;-0.773116
0.638963;-0.769237
0.643783;-0.765209
0.648721;-0.761027
0.653776;-0.756688
0.658945;-0.752191
0.664227;-0.747531
0.669619;-0.742705
0.675117;-0.737711
0.680719;-0.732545
0.686421;-0.727204
0.69222;-0.721686
0.698112;-0.715988
0.704093;-0.710107
0.710159;-0.704041
0.716305;-0.697788
0.722525;-0.691344
0.728816;-0.684709
0.735171;-0.677881
0.74158;-0.670864
0.747931;-0.663776
0.75418;-0.656668
0.760326;-0.649542
0.76637;-0.6424
0.772312;-0.635244
0.778152;-0.628076
0.783891;-0.620899
0.789529;-0.613713
0.795067;-0.606522
0.800505;-0.599327
0.805843;-0.592129
0.811084;-0.58493
0.816227;-0.577732
0.821272;-0.570536
0.826222;-0.563344
0.831077;-0.556158
0.835837;-0.548978
0.840504;-0.541806
0.845078;-0.534643
0.849561;-0.52749
0.853953;-0.520349
0.858257;-0.513221
0.862472;-0.506106
0.866599;-0.499005
0.870641;-0.491919
0.874597;-0.48485
0.87847;-0.477798
0.88226;-0.470763
0.885968;-0.463747
0.889596;-0.456749
0.893144;-0.449771
0.896614;-0.442813
0.900007;-0.435876
0.903324;-0.42896
0.906566;-0.422065
0.909734;-0.415191
0.91283;-0.40834
0.915854;-0.401511
0.918808;-0.394705
0.921692;-0.387922
0.924509;-0.381161
0.927258;-0.374423
0.929941;-0.367709
0.932559;-0.361017
0.935113;-0.354349
0.937604;-0.347705
0.940033;-0.341083
0.942401;-0.334485
0.944709;-0.32791
0.946958;-0.321358
0.949149;-0.314829
0.951282;-0.308322
0.953359;-0.301838
0.955381;-0.295377
0.957348;-0.288937
0.959262;-0.28252
0.961122;-0.276124
0.962931;-0.269749
0.964688;-0.263396
0.966395;-0.257063
0.968052;-0.250751
0.969659;-0.24446
0.971219;-0.238188
0.972731;-0.231935
0.974196;-0.225702
0.975615;-0.219487
0.976989;-0.213291
0.978317;-0.207113
0.979601;-0.200952
0.980841;-0.194808
0.982038;-0.188681
0.983193;-0.18257
0.984305;-0.176475
0.985376;-0.170394
0.986406;-0.164329
0.987395;-0.158278
0.988343;-0.152241
0.989252;-0.146218
0.990122;-0.140207
0.990953;-0.134208
0.991746;-0.128221
0.9925;-0.122246
0.993216;-0.116281
0.993895;-0.110326
0.994537;-0.104381
0.995143;-0.098445
0.995711;-0.092517
0.996243;-0.086597
0.99674;-0.080685
0.9972;-0.07478
0.997625;-0.068881
0.998014;-0.062987
0.998369;-0.057099
0.998688;-0.051215
0.998972;-0.045334
0.999221;-0.039458
0.999436;-0.033583
0.999616;-0.027711
0.999761;-0.021841
0.999872;-0.015971
0.999949;-0.010101
0.999991;-0.004231
0.999999;0.001641
0.999972;0.007514
0.99991;0.013389
0.999814;0.019267
0.999684;0.02515
0.999518;0.031036
0.999318;0.036928
0.999083;0.042825
0.998812;0.048728
0.998506;0.054639
0.998165;0.060557
0.997787;0.066484
0.997374;0.07242
0.996925;0.078365
0.996439;0.084322
0.995916;0.090289
0.995355;0.096268
0.994758;0.10226
0.994122;0.108266
0.993448;0.114285
0.992735;0.12032
0.991983;0.12637
0.991192;0.132436
0.99036;0.138519
0.989487;0.144621
0.988573;0.15074
0.987623;0.156846
0.98664;0.162917
0.985624;0.168953
0.984577;0.174953
0.983499;0.180914
0.982391;0.186837
0.981254;0.19272
0.980088;0.198562
0.978896;0.204361
0.977676;0.210118
0.976431;0.21583
0.975161;0.221498
0.973867;0.22712
0.97255;0.232695
0.971211;0.238222
0.96985;0.243701
0.96847;0.249131
0.96707;0.254511
0.965651;0.259841
0.964216;0.265119
0.962763;0.270346
0.961295;0.275521
0.959812;0.280643
0.958316;0.285711
0.956806;0.290726
0.955285;0.295686
0.953753;0.300592
0.95221;0.305443
0.950659;0.310239
0.949099;0.314978
0.947531;0.319663
0.945958;0.32429
0.944378;0.328862
0.942794;0.333377
0.941205;0.337835
0.939614;0.342236
0.93802;0.346581
0.936425;0.350868
0.934829;0.355098
0.933233;0.359271
0.931638;0.363387
0.930045;0.367446
0.928454;0.371447
0.926866;0.375392
0.925282;0.379279
0.923703;0.38311
0.922129;0.386883
0.92056;0.3906
0.918999;0.39426
0.917444;0.397864
0.915898;0.401411
0.91436;0.404903
0.912831;0.408338
0.911312;0.411717
0.909803;0.415041
0.908304;0.41831
0.906818;0.421523
0.905343;0.424682
0.90388;0.427786
0.902431;0.430835
0.900995;0.43383
0.899572;0.436771
0.898165;0.439659
0.896772;0.442493
0.895394;0.445274
0.894032;0.448003
0.892686;0.450678
0.891357;0.453302
0.890045;0.455873
0.88875;0.458393
0.887472;0.460861
0.886213;0.463278
0.884972;0.465644
0.88375;0.46796
0.882547;0.470225
0.881363;0.47244
0.880198;0.474606
0.879054;0.476722
0.87793;0.478788
0.876827;0.480806
0.875744;0.482775
0.874683;0.484696
0.873642;0.486569
0.872624;0.488393
0.871627;0.49017
0.870652;0.4919
0.869699;0.493583
0.868769;0.495218
0.867861;0.496807
0.866976;0.498349
0.866114;0.499846
0.865276;0.501296
0.864461;0.5027
0.863669;0.504059
0.862902;0.505372
0.862158;0.50664
0.861438;0.507863
0.860742;0.509041
0.860071;0.510175
0.859424;0.511264
0.858802;0.512308
0.858204;0.513308
0.857632;0.514264
0.857084;0.515176
0.856562;0.516044
0.856065;0.516869
0.855593;0.51765
0.855146;0.518387
0.854725;0.51908
0.85433;0.519731
0.853961;0.520338
0.853617;0.520901
0.853299;0.521422
0.853007;0.521899
0.852742;0.522333
0.852502;0.522724
0.852289;0.523072
0.852102;0.523376
0.851941;0.523638
0.851807;0.523856
0.851699;0.524032
0.851617;0.524164
0.851563;0.524253
0.851535;0.524298
0.851533;0.524301
0.851559;0.524259
0.851611;0.524175
0.85169;0.524046
0.851792;0.523881
0.851897;0.52371
0.852003;0.523537
0.852109;0.523364
0.852216;0.52319
0.852323;0.523015
0.852431;0.522839
0.85254;0.522662
0.852649;0.522484
0.852758;0.522306
0.852868;0.522126
0.852979;0.521945
0.85309;0.521764
0.853202;0.521581
0.853314;0.521397
0.853427;0.521213
0.85354;0.521028
0.853653;0.520841
0.853768;0.520654
0.853882;0.520466
0.853998;0.520277
0.854113;0.520087
0.854229;0.519896
0.854346;0.519704
0.854463;0.519512
0.854581;0.519318
0.854699;0.519124
0.854818;0.518928
0.854937;0.518732
0.855057;0.518535
0.855177;0.518337
0.855297;0.518138
0.855418;0.517938
0.85554;0.517737
0.855662;0.517535
0.855784;0.517333
0.855907;0.517129
0.856031;0.516925
0.856154;0.51672
0.856279;0.516514
0.856403;0.516307
0.856529;0.5161
0.856654;0.515891
0.85678;0.515682
0.856907;0.515471
0.857034;0.51526
0.857161;0.515049
0.857289;0.514836
0.857417;0.514622
0.857546;0.514408
0.857675;0.514193
0.857804;0.513977
0.857934;0.51376
0.858064;0.513542
0.858195;0.513324
0.858326;0.513104
0.858458;0.512884
0.85859;0.512664
0.858722;0.512442
0.858854;0.51222
0.858988;0.511996
0.859121;0.511773
0.859255;0.511548
0.859389;0.511322
0.859524;0.511096
0.859658;0.510869
0.859794;0.510641
0.859929;0.510413
0.860065;0.510184
0.860202;0.509954
0.860338;0.509723
0.860476;0.509492
0.860613;0.50926
0.860751;0.509027
0.860889;0.508793
0.861027;0.508559
0.861166;0.508324
0.861305;0.508088
0.861444;0.507852
0.861584;0.507615
0.861724;0.507377
0.861864;0.507139
0.862005;0.5069
0.862146;0.50666
0.862287;0.50642
0.862428;0.506179
0.86257;0.505937
0.862712;0.505695
0.862855;0.505452
0.862997;0.505209
0.86314;0.504965
0.863283;0.50472
0.863427;0.504474
0.86357;0.504228
0.863714;0.503982
0.863858;0.503735
0.864003;0.503487
0.864148;0.503238
0.864293;0.502989
0.864438;0.50274
0.864583;0.50249
0.864729;0.502239
0.864875;0.501988
0.865021;0.501736
0.865167;0.501484
0.865313;0.501231
0.86546;0.500978
0.865607;0.500724
0.865754;0.50047
0.865901;0.500215
0.866049;0.499959
0.866197;0.499703
0.866344;0.499447
0.866493;0.49919
0.866641;0.498933
0.866789;0.498675
0.866938;0.498417
0.867086;0.498158
0.867235;0.497899
0.867384;0.497639
0.867533;0.497379
0.867683;0.497118
0.867832;0.496857
0.867982;0.496596
0.868132;0.496334
0.868282;0.496072
0.868432;0.495809
0.868582;0.495546
0.868732;0.495283
0.868882;0.495019
0.869037;0.494747
0.869204;0.494453
0.869384;0.494137
0.869578;0.493796
0.869784;0.493433
0.870003;0.493047
0.870235;0.492638
0.870479;0.492205
0.870737;0.491749
0.871007;0.491271
0.87129;0.490769
0.871585;0.490244
0.871893;0.489696
0.872214;0.489124
0.872547;0.48853
0.872893;0.487912
0.873251;0.487271
0.873621;0.486607
0.874004;0.485919
0.874399;0.485208
0.874806;0.484473
0.875226;0.483715
0.875657;0.482933
0.876101;0.482128
0.876556;0.481299
