Timestamp;Lap_Number;Position.x.;Position.y.;Position.z.;Orientation.x.;Orientation.y.;Orientation.z.;Collision_Target;Path_Deviation;Estimated_Path_Center.x.;Estimated_Path_Center.y.;Estimated_Path_Center.z.;Gaze_Target;Gaze_Location.x.;Gaze_Location.y.;Gaze_Location.z.;Gaze_Through_Gate;Norm_Pos.x.;Norm_Pos.y.;Left_X;Left_Y;Right_X;Right_Y;FPS;Flag;gaze_timestamp;world_index;confidence;norm_pos_x;norm_pos_y;gaze_point_3d_x;gaze_point_3d_y;gaze_point_3d_z;gaze_normal0_x;gaze_normal0_y;gaze_normal0_z;gaze_normal1_x;gaze_normal1_y;gaze_normal1_z;lookaheadCondition;orientationCondition
1682263920605;0;-255.4;347.1648;-182.4972;0.1378806;0;0;NULL;1.8132;-253.608;243.8345;-182.2209;_Sp_PW_Tree_Sequoia_01;-264.663942857143;355.512728571429;229.806642857143;RoundGate42_CenterCollider;0.4711;0.3045;0;0;0;-0.6778;60.4246;NULL;318034.315761;10;0.775997800782426;0.335013277724353;0.468643184281588;-617.772207811499;2.71876893155799;1464.2474942546;-0.380077273699306;-0.129264114666148;0.915877750945441;-0.409168993673765;0.151304366468605;0.899826496222207;full;original
1682263920622;0;-255.4;347.2117;-182.3527;0.187891;-3e-08;0;NULL;1.7911;-253.6298;243.8499;-182.0796;_Sp_PW_Tree_Sequoia_01;-273.717771428571;353.905164285714;194.7779;RoundGate42_CenterCollider;0.4711;0.3045;0;0;0;-0.7123;59.48557;NULL;318034.331756;10;0.885098040103912;0.506472257824326;0.361173694321035;5.05699896959186;30.9824781290948;206.817183439624;0.0119121270706628;0.341304121295028;0.939877437762861;-0.409243697201113;0.150635367646818;0.899904762913872;full;original
1682263920638;0;-255.4;347.2546;-182.1837;0.24564;0;0;NULL;1.7654;-253.6552;243.868;-181.9146;_Sp_PW_Tree_Sequoia_01;-277.949371428571;351.675057142857;193.887171428571;RoundGate42_CenterCollider;0.4711;0.3045;0;0;0;-0.7351;59.48557;NULL;318034.347729;11;0.853658318519592;0.422710720185064;0.391286785968996;-37.9411107478815;22.790208981218;208.296222985402;-0.074084092364284;0.324919582999274;0.942835516854418;-0.409243697201113;0.150635367646818;0.899904762913872;full;original
1682263920655;0;-255.4;347.2939;-181.9906;0.3107215;-3e-08;0;NULL;1.736;-253.6843;243.8886;-181.726;_Sp_PW_Tree_Sequoia_01;-277.794857142857;351.46275;193.680871428571;RoundGate42_CenterCollider;0.4729;0.3025;0;0;0;-0.7492;59.37114;NULL;318034.3637345;11;0.833840953357756;0.325013561987114;0.431994481950617;-150172.890535841;18712.2377251945;331090.096460161;-0.411783618366111;-0.048257627241336;0.910002996180974;-0.409243697201113;0.150635367646818;0.899904762913872;full;original
1682263920672;0;-255.4;347.3297;-181.7737;0.3826564;-0.00040066;0;NULL;1.7029;-253.717;243.9149;-181.5141;_Sp_PW_Tree_Sequoia_01;-277.783457142857;351.279614285715;193.519842857143;RoundGate42_CenterCollider;0.4729;0.3025;-0.0456;0;0;-0.7609;59.37114;NULL;318034.3797345;12;0.870114933179914;0.328090193716652;0.403862003117906;-3653.04106287494;807.46611031092;8204.26109975968;-0.404130890145616;0.0342174062156575;0.914060934917352;-0.408191496817054;0.1481161553566;0.900800369920346;full;original
1682263920688;0;-255.4;347.3625;-181.5334;0.4609113;-0.00229063;0;NULL;1.6663;-253.7532;243.9449;-181.2794;_Sp_PW_Tree_Sequoia_01;-277.772057142857;351.096478571429;193.358814285714;RoundGate42_CenterCollider;0.4721;0.3032;-0.0918;0;0;-0.7652;59.47071;NULL;318034.3996435;13;0.792930603027344;0.322000900688007;0.427262562507495;-2054.99526943034;283.050456831721;4435.42150216531;-0.421586268506276;-0.0146348007820059;0.906670194068949;-0.409351535312232;0.123649229226368;0.903959174215984;full;original
1682263920705;0;-255.4;347.3925;-181.2706;0.5449094;359.9929;0;NULL;1.6262;-253.7928;243.9776;-181.0227;_Sp_PW_Tree_Sequoia_01;-281.881485714286;351.654485714285;253.3399;RoundGate42_CenterCollider;0.4721;0.3032;-0.1236;0;0;-0.7679;59.47071;NULL;318034.413732;13;0.864951580762863;0.322498832472976;0.431650967760044;-5424.85789385266;672.228152770713;11753.434892329;-0.419274182434667;-0.0120654417769694;0.907779480412764;-0.413669711061816;0.113199630078422;0.903362172055118;full;original
1682263920722;0;-255.4;347.4197;-180.9859;0.6340829;359.9835;0;NULL;1.5828;-253.8357;244.013;-180.7446;_Sp_PW_Tree_Sequoia_01;-286.497571428571;352.437285714286;317.8278;RoundGate42_CenterCollider;0.4711;0.306;-0.1445;0;0;-0.7689;59.9711;NULL;318034.4297105;13;0.821804493665695;0.321578915798288;0.462671312553691;-1382.72005199986;32.2260689343894;2981.28002560669;-0.418022304895993;-0.0205123537799877;0.908205150806714;-0.432577901112636;0.0492388138657598;0.900251019815073;full;original
1682263920739;0;-255.4;347.4446;-180.68;0.7278778;359.9683;0;NULL;1.5362;-253.8818;244.0511;-180.4459;_Sp_PW_Tree_Sequoia_01;-291.121385714286;353.144178571428;382.152885714286;RoundGate42_CenterCollider;0.4711;0.306;-0.1574;0;0;-0.7689;59.9711;NULL;318034.447869;14;0.806005775928497;0.310179852335406;0.507417493516081;-138.018789105256;-15.6630048404186;275.147105729899;-0.418109777127564;-0.0229647586982943;0.908106179985726;-0.574366738974439;0.0171419743968095;0.818418598196331;full;original
1682263920755;0;-255.4;347.4673;-180.3538;0.8257682;359.946;0;NULL;1.4865;-253.9309;244.0917;-180.1272;Terrain_0_0-20210127-113419;-295.393057142857;353.838585714286;442.177457142857;RoundGate42_CenterCollider;0.4699;0.3081;-0.1661;0;0;-0.7689;59.23258;NULL;318034.4637225;14;0.836766093969345;0.316404105859864;0.499405339381879;-226.217679806459;-20.8869930924781;470.4400860696;-0.415312504561399;-0.0281632474782292;0.909242737142518;-0.510119022420028;0.00431279335424714;0.860093008214064;full;original
