Timestamp;Lap_Number;Position.x.;Position.y.;Position.z.;Orientation.x.;Orientation.y.;Orientation.z.;Collision_Target;Path_Deviation;Estimated_Path_Center.x.;Estimated_Path_Center.y.;Estimated_Path_Center.z.;Gaze_Target;Gaze_Location.x.;Gaze_Location.y.;Gaze_Location.z.;Gaze_Through_Gate;Norm_Pos.x.;Norm_Pos.y.;Left_X;Left_Y;Right_X;Right_Y;FPS;Flag;gaze_timestamp;world_index;confidence;norm_pos_x;norm_pos_y;gaze_point_3d_x;gaze_point_3d_y;gaze_point_3d_z;gaze_normal0_x;gaze_normal0_y;gaze_normal0_z;gaze_normal1_x;gaze_normal1_y;gaze_normal1_z;lookaheadCondition;orientationCondition
1682518801259;0;-255.4;347.1851;-183.4256;359.8183;0;0;NULL;1.9547;-253.4681;243.7353;-183.1277;_Sp_PW_Tree_Sequoia_01;-243.196942857143;337.558335714285;-55.6511857142857;RoundGate42_CenterCollider;0.5358;0.1879;0;0;-0.7209;0.705;60.30272;NULL;1651.119877;2;0.877595454454422;0.550164040921041;0.423439520785527;4.15385443698071;2.02578398418401;31.6695293505841;-0.287517494973649;-0.230181785881196;0.929704273160354;0.639905766408141;-0.189716868116788;0.744666448867925;full;original
1682518801277;0;-255.4;347.2302;-183.5981;359.7585;0;0;NULL;1.981;-253.4422;243.7169;-183.2961;_Sp_PW_Tree_Sequoia_01;-243.194457142857;337.609571428571;-55.3562714285714;RoundGate42_CenterCollider;0.5358;0.1879;0;0;-0.6993;0.7235;60.30272;NULL;1651.1383035;2;0.773946243524551;0.549891756499781;0.402488292347825;4.14330228824635;2.94670310183228;31.6851763414509;-0.28870148990774;-0.226514561386833;0.930237928276837;0.641248991469398;-0.164610068294203;0.749468649348095;full;original
1682518801293;0;-255.4;347.2715;-183.7948;359.6917;0;0;NULL;2.011;-253.4125;243.6958;-183.4883;GATE_MTL_SQR_Hanging;-244.996471428571;338.887271428571;-73.8951285714286;RoundGate42_CenterCollider;0.5343;0.1845;0;0;-0.6677;0.7504;60.42588;NULL;1651.1557365;3;0.953338503837585;0.548218855109004;0.419235873725936;3.98476033600123;2.19878803655374;31.528977697587;-0.291200549352657;-0.22698173426247;0.929344678990477;0.639728049514481;-0.188461765603358;0.745137695711378;full;original
1682518801310;0;-255.4;347.3092;-184.0157;359.618;0;0;NULL;2.0446;-253.3793;243.6722;-183.704;GATE_MTL_SQR_Hanging;-246.827671428571;340.212128571428;-92.4117;RoundGate42_CenterCollider;0.5343;0.1845;0;0;-0.3659;0.7675;60.42588;NULL;1651.171676;3;0.782838869094849;0.542990292679078;0.407671159968069;3.72260978644184;2.80654723834704;32.7743980452345;-0.290181248619805;-0.223808038524948;0.930432590164954;0.629907414165253;-0.165897666347329;0.758745420994522;full;original
1682518801327;0;-255.4;347.3437;-184.2595;359.5382;0;0;NULL;2.0818;-253.3425;243.6462;-183.9422;GATE_MTL_SQR_Hanging;-248.671871428571;341.490157142857;-111.002471428571;RoundGate42_CenterCollider;0.5335;0.187;0;0;-0.2959;0.7565;59.77822;NULL;1651.191648;4;0.891106009483337;0.546270708801361;0.419178512851831;3.87873392358023;2.22652704587296;31.9081385744795;-0.291126203980424;-0.222588900013322;0.930429854930939;0.636238035947928;-0.189836407588211;0.747772224656095;full;original
1682518801343;0;-255.4;347.3751;-184.5251;359.4531;0;0;NULL;2.1223;-253.3025;243.6273;-184.2016;GATE_MTL_SQR_Hanging;-250.389228571429;342.763107142857;-129.877385714286;RoundGate42_CenterCollider;0.5335;0.187;0;0;0;0.7461;59.77822;NULL;1651.2056955;4;0.929604709148407;0.544544471025137;0.417421762323025;3.7377506901396;2.29961773128668;31.8623910674657;-0.29367555789572;-0.220754995537555;0.930065534594123;0.635459179265265;-0.190153452303317;0.748353723893083;full;original
1682518801360;0;-255.4;347.4038;-184.8117;359.3632;0;0;NULL;2.166;-253.2593;243.6098;-184.4815;GATE_MTL_SQR_Hanging;-250.301614285714;342.831678571428;-130.145142857143;RoundGate42_CenterCollider;0.5316;0.1932;0;0;0;0.7418;59.77822;NULL;1651.2216625;5;0.84776371717453;0.542695726606715;0.418684070541097;3.59877958444708;2.24728533261111;31.9239350988962;-0.295590045242864;-0.2221244011534;0.929132539288968;0.63374833983402;-0.190122227861327;0.749811029680592;full;original
1682518801377;0;-255.4;347.4301;-185.1184;359.2693;0;0;NULL;2.2127;-253.2131;243.591;-184.7811;GATE_MTL_SQR_Hanging;-248.549457142857;341.729735714286;-100.930285714286;RoundGate42_CenterCollider;0.5316;0.1932;0;0;0;0.7418;59.90912;NULL;1651.2376715;5;0.770722377300262;0.54233689461484;0.403591896314928;3.57405878119994;2.91207728906147;31.905306767967;-0.296887217074875;-0.220610730476017;0.929079590743642;0.634786368889833;-0.171082685750153;0.753509774660007;full;original
1682518801393;0;-255.4;347.4539;-185.4445;359.1717;0;0;NULL;2.2624;-253.164;243.5711;-185.0997;GATE_MTL_SQR_Hanging;-246.787257142857;340.6013;-71.7095285714286;RoundGate42_CenterCollider;0.5391;0.1879;0;0;0.0042;0.7418;59.90912;NULL;1651.2557045;6;0.959004074335098;0.540771624983428;0.42182206448987;3.45031633327174;2.11042163576318;31.9606511175671;-0.297665267541758;-0.223599984796939;0.928115529068501;0.631968781211499;-0.192743091032854;0.750643430953175;full;original
1682518801409;0;-255.4;347.4757;-185.7889;359.071;0;0;NULL;2.3149;-253.1121;243.5501;-185.436;GATE_MTL_SQR_Hanging;-246.784657142857;340.708007142857;-71.7091857142857;RoundGate42_CenterCollider;0.5391;0.1879;0;0;0.2982;0.728;59.52522;NULL;1651.271728;6;0.860548943281174;0.540032526898079;0.424396591574897;3.40591615133251;2.00516977710354;32.0973130355248;-0.297590214786463;-0.225917572294568;0.927578198639811;0.630466275181226;-0.19290194762049;0.751865090600256;full;original
