Timestamp;Lap_Number;Position.x.;Position.y.;Position.z.;Orientation.x.;Orientation.y.;Orientation.z.;Collision_Target;Path_Deviation;Estimated_Path_Center.x.;Estimated_Path_Center.y.;Estimated_Path_Center.z.;Gaze_Target;Gaze_Location.x.;Gaze_Location.y.;Gaze_Location.z.;Gaze_Through_Gate;Norm_Pos.x.;Norm_Pos.y.;Left_X;Left_Y;Right_X;Right_Y;FPS;Flag;gaze_timestamp;world_index;confidence;norm_pos_x;norm_pos_y;gaze_point_3d_x;gaze_point_3d_y;gaze_point_3d_z;gaze_normal0_x;gaze_normal0_y;gaze_normal0_z;gaze_normal1_x;gaze_normal1_y;gaze_normal1_z;lookaheadCondition;orientationCondition
1682792553688;0;-255.4;347.5481;-187.4697;358.5914;0;0;NULL;2.5711;-252.8589;243.4475;-187.0777;GATE_MTL_SQR_Hanging;-291.745228571429;354.794165714285;176.4709;RoundGate42_CenterCollider;0.4655;0.1297;0;0;-0.484;0.8878;59.20173;NULL;189640.7016395;8;0.910781383514404;0.582714857861397;0.62855443333751;5.17134775660022;-5.36112924964597;23.7161316419451;-0.30063391519499;-0.391877021231185;0.869512305413503;0.684561487080074;-0.331445098928722;0.649245498099792;full;original
1682792553704;0;-255.4;347.5611;-187.9383;358.4657;0;0;NULL;2.6426;-252.7883;243.4189;-187.5355;NULL;-291.903385714286;355.935094285715;191.866153571429;RoundGate42_CenterCollider;0.4408;0.3687;0;0;-0.4812;0.8667;59.20173;FLAG;189640.7176655;9;0.884251415729523;0.577320893995342;0.625889917048977;4.89823059007213;-5.32579565729207;24.0460960738396;-0.30402272173606;-0.390364070667593;0.869014428533856;0.680223697514988;-0.328630768875722;0.655208012074937;full;original
1682792553721;0;-255.4;347.5729;-188.4224;358.3387;0;0;NULL;2.7164;-252.7154;243.3888;-188.0083;NULL;-292.061542857143;356.947567142857;207.261407142857;RoundGate42_CenterCollider;0.4408;0.3687;0;0;-0.4579;0.7929;58.64862;FLAG;189640.7378045;9;0.946991086006165;0.571949119761132;0.622947221094563;4.67331836939419;-5.34020103076868;24.6572719456758;-0.304863468554905;-0.390051512232452;0.868860220832931;0.674189999318006;-0.323452566768009;0.663962560594175;full;original
1682792553737;0;-255.4;347.5836;-188.9095;358.2141;0;0;NULL;2.7906;-252.642;243.3293;-188.4841;GATE_MTL_SQR_Hanging;-292.580814285714;357.924457142857;228.829182142857;RoundGate42_CenterCollider;0.4725;0.1318;0;0;-0.4046;0.4762;58.64862;NULL;189640.751554;10;0.893293887376785;0.570896310590357;0.620376668395488;4.61855911741218;-5.26238550081234;24.7427231851689;-0.305587486411413;-0.389294635498801;0.868945323320524;0.673408209920062;-0.321063546174828;0.66591259346096;full;original
1682792553755;0;-255.4;347.5933;-189.388;358.097;0;0;NULL;2.8635;-252.5699;243.2828;-188.9515;GATE_MTL_SQR_Hanging;-293.100085714286;358.818617142857;250.396957142857;RoundGate42_CenterCollider;0.4725;0.1318;0;0;-0.3246;0.1647;59.22697;NULL;189640.770478;10;0.868742942810059;0.568523747710227;0.61896434030282;4.49466206240935;-5.24019838328892;24.9072265773271;-0.30699126525119;-0.387896639556128;0.869075692952309;0.67132857256804;-0.320253540064799;0.668397799016216;full;original
1682792553771;0;-255.4;347.6024;-189.8517;357.9911;0;0;NULL;2.9342;-252.5;243.2426;-189.4045;_Sp_PW_Tree_Pine_02_Hero;-293.435253571429;360.045467142857;271.465525;RoundGate42_CenterCollider;0.4436;0.3655;0;0;-0.0307;0;59.22697;NULL;189640.7837895;11;0.916955828666687;0.568547280294665;0.618123824155416;4.51199476460056;-5.22903608365229;25.000704677455;-0.306223639968463;-0.386125787542102;0.870134448530488;0.670861536215488;-0.320739925428738;0.668633456732882;full;original
1682792553788;0;-255.4;347.4735;-190.2768;357.913;0;0;NULL;2.999;-252.436;243.2057;-189.8197;_Sp_PW_Tree_Pine_02_Hero;-293.770421428571;361.194681428571;292.534092857143;RoundGate42_CenterCollider;0.4436;0.3655;0;0;0;0;57.39309;NULL;189640.801615;11;0.808475732803345;0.568730307126636;0.615289536105428;4.52761763840149;-5.13376848214098;25.0412454437438;-0.305962354741821;-0.383871902321072;0.871222933633661;0.671007619809877;-0.319704891688295;0.668982478386138;full;original
1682792553804;0;-255.4;347.476;-190.7001;357.8736;0;0;NULL;3.0636;-252.3722;243.1689;-190.2331;_Sp_PW_Tree_Pine_02Long;-293.885128571429;362.488188571429;317.673046428571;NULL;0.6115;-0.2095;0;0;0;-0.0962;57.39309;NULL;189640.8195775;12;0.935267269611359;0.56894550473128;0.611651474413582;4.52014942280094;-4.9822096151177;24.9477292500515;-0.306943513606826;-0.383131563000849;0.871203698848451;0.672065094141965;-0.316800817311066;0.669302436411965;full;original
1682792553822;0;-255.4;347.4952;-191.0969;357.8572;0;0;NULL;3.124;-252.3125;243.1344;-190.6207;_Sp_PW_Tree_Pine_02Long;-293.999835714286;363.699487142857;342.812;NULL;0.6115;-0.2095;0;0;0;-0.3907;58.33897;NULL;189640.837671;12;0.932603448629379;0.568322063330962;0.604101265879186;4.48246139878308;-4.71808907181525;25.0093739110048;-0.307913156847942;-0.376540264827538;0.873731604558025;0.672130728032098;-0.314780609821129;0.670189116679523;full;original
1682792553838;0;-255.4;347.513;-191.4651;357.8528;0;0;NULL;3.1802;-252.257;243.1024;-190.9803;Terrain_0_0-20210127-113419;-297.161882142857;364.911431428572;374.409182142857;NULL;0.6017;-0.2306;0;0;0;-0.4713;58.33897;NULL;189640.851561;13;0.862036913633347;0.562489999141674;0.603036649062875;4.22478631967616;-4.80130530794251;25.7209648352747;-0.308556423323773;-0.375849218671708;0.873802207853418;0.664860074372791;-0.311327557962196;0.678996489798218;full;original
