Timestamp;Lap_Number;Position.x.;Position.y.;Position.z.;Orientation.x.;Orientation.y.;Orientation.z.;Collision_Target;Path_Deviation;Estimated_Path_Center.x.;Estimated_Path_Center.y.;Estimated_Path_Center.z.;Gaze_Target;Gaze_Location.x.;Gaze_Location.y.;Gaze_Location.z.;Gaze_Through_Gate;Norm_Pos.x.;Norm_Pos.y.;Left_X;Left_Y;Right_X;Right_Y;FPS;Flag;gaze_timestamp;world_index;confidence;norm_pos_x;norm_pos_y;gaze_point_3d_x;gaze_point_3d_y;gaze_point_3d_z;gaze_normal0_x;gaze_normal0_y;gaze_normal0_z;gaze_normal1_x;gaze_normal1_y;gaze_normal1_z;lookaheadCondition;orientationCondition
1683038211837;0;-255.4;347.2208;-182.6569;0.08308496;0;0;NULL;1.8375;-253.584;243.8174;-182.3768;GATE_MTL_SQR_Hanging;-247.587428571429;333.249507142857;-71.9384857142857;RoundGate42_CenterCollider;0.518;0.1282;0;0;0;-0.5197;58.36485;NULL;435315.765592;2;1;0.573966138924666;0.277885063035347;4.25513317983571;5.94185642934387;21.5679721765222;-0.382094666270846;-0.182594972040569;0.905904378062538;0.722350287015604;-0.216889017215222;0.656634766868074;full;original
1683038211854;0;-255.4;347.2632;-182.5571;0.118239;0;0;NULL;1.8223;-253.599;243.8281;-182.2793;GATE_MTL_SQR_Hanging;-250.109685714286;336.575378571428;-101.687871428571;RoundGate42_CenterCollider;0.518;0.1282;0;0;0;-0.5433;60.04203;NULL;435315.7832935;2;1;0.572524251989273;0.282794960015796;4.15616634620491;5.76247782273534;21.5187465213457;-0.384104054519654;-0.179804251700819;0.905612779487939;0.721570973483994;-0.226449063832025;0.654260003144745;full;original
1683038211871;0;-255.4;347.3019;-182.4387;0.159559;0;0;NULL;1.8042;-253.6168;243.8407;-182.1637;GATE_MTL_SQR_Hanging;-250.153271428571;336.653385714285;-102.003442857143;RoundGate42_CenterCollider;0.5231;0.1221;0;0;0;-0.5585;60.04203;NULL;435315.80122;3;1;0.5700235833993;0.276499984566145;3.96551712393305;5.87633687455715;21.2048217181603;-0.390501831580247;-0.180760712082684;0.902681496708464;0.722809981886216;-0.22337130496537;0.653950296432164;full;original
1683038211887;0;-255.4;347.3375;-182.3019;0.2066927;0;0;NULL;1.7834;-253.6374;243.8553;-182.0301;_Sp_PW_Tree_Sequoia_01;-250.196857142857;336.731392857143;-102.319014285714;NULL;0.5261;0.1107;0;0;0;-0.5683;59.11773;NULL;435315.8132665;3;1;0.573623228746117;0.26990831796197;4.14736071330688;6.05875426541193;21.0546489743198;-0.388496821333572;-0.181313623488098;0.903435437511351;0.725788322036566;-0.217180161375444;0.65273584940639;full;original
1683038211904;0;-255.4;347.3699;-182.147;0.2592312;0;0;NULL;1.7598;-253.6608;243.8719;-181.8788;GATE_MTL_SQR_Hanging;-250.104571428571;336.960585714285;-102.2877;RoundGate42_CenterCollider;0.5197;0.1452;0;0;0;-0.5746;59.11773;NULL;435315.833163;4;1;0.582329820749459;0.269646036712533;4.46648570557159;5.87097719463473;20.2846070493555;-0.388000441808274;-0.181908199941589;0.903529226948744;0.733946661789927;-0.228903453352958;0.639472834990285;full;original
1683038211920;0;-255.4;347.3997;-181.9745;0.3167258;0;0;NULL;1.7335;-253.6868;243.8903;-181.7103;GATE_MTL_SQR_Hanging;-250.002257142857;337.2059;-102.252214285714;RoundGate42_CenterCollider;0.5197;0.1452;0;0;0;-0.5768;59.11773;NULL;435315.849233;4;1;0.583291901551777;0.273164756818996;4.46386175373535;5.7005535473127;20.0652179475559;-0.389452098190787;-0.183904826616065;0.902499904688144;0.735317277526547;-0.234831138137527;0.63573802618058;full;original
1683038211937;0;-255.4;347.4268;-181.7849;0.3787235;0;0;NULL;1.7046;-253.7153;243.9135;-181.5251;GATE_MTL_SQR_Hanging;-250.008457142857;337.4331;-101.939128571429;RoundGate42_CenterCollider;0.5197;0.1452;0;0;0;-0.5793;59.98711;NULL;435315.8672095;5;1;0.586108303590022;0.272234287092648;4.64368736456052;5.77103833792047;20.1794249874507;-0.385104071178644;-0.180694957094217;0.905010600403306;0.73585979072919;-0.234592351519426;0.635198234409212;full;original
1683038211954;0;-255.4;347.4517;-181.5787;0.444793;0;0;NULL;1.6731;-253.7464;243.9392;-181.3236;GATE_MTL_SQR_Hanging;-252.0415;341.371742857143;-131.140042857143;RoundGate42_CenterCollider;0.5237;0.1675;0;0;0;-0.5806;59.98711;NULL;435315.881247;5;1;0.590514403834566;0.272232005198479;4.87420582000602;5.77378197782685;20.1381490490738;-0.380789361083491;-0.181939571868178;0.90658560250759;0.737936380019118;-0.233678154820615;0.633122751924073;full;original
1683038211970;0;-255.4;347.4744;-181.3564;0.5145096;0;0;NULL;1.6393;-253.7799;243.9669;-181.1065;GATE_MTL_SQR_Hanging;-251.769971428571;341.315407142857;-130.695285714286;RoundGate42_CenterCollider;0.5243;0.1705;0;0;0;-0.5806;59.35423;NULL;435315.8972125;5;1;0.586884942829985;0.278925878864429;4.73808666537281;5.64015269749467;20.4560732477363;-0.380753415066346;-0.176783905736864;0.907620122952182;0.734001596590701;-0.24131273256543;0.634830545345848;full;original
1683038211987;0;-255.4;347.4951;-181.1188;0.5874081;0;0;NULL;1.6031;-253.8157;243.9965;-180.8745;GATE_MTL_SQR_Hanging;-251.498442857143;341.259071428571;-130.250528571429;RoundGate42_CenterCollider;0.5226;0.167;0;0;0;-0.5735;59.35423;NULL;435315.9172035;6;1;0.576892435483981;0.294986067778007;4.35999281223969;5.34426217293869;21.3943134852595;-0.380274002633165;-0.177932011254541;0.907596761944568;0.723163643589214;-0.244376393565068;0.645998856700926;full;original
