Timestamp;Lap_Number;Position.x.;Position.y.;Position.z.;Orientation.x.;Orientation.y.;Orientation.z.;Path_Deviation;Estimated_Path_Center.x.;Estimated_Path_Center.y.;Estimated_Path_Center.z.;Gaze_Location.x.;Gaze_Location.y.;Gaze_Location.z.;Subject
1682691660738;1;-261.8993;347.5992;-159.1442;9.992887;357.7792;-5e-08;4.6768;-257.2772;246.4412;-158.4314;-258.2373;351.0657;-134.9891;9
1682691660755;1;-261.8822;347.5992;-158.0527;9.993147;357.3335;-3e-08;4.4935;-257.4412;246.5739;-157.3678;-258.2373;351.0657;-134.9891;9
1682691660772;1;-261.8675;347.5992;-156.9613;9.993398;356.8987;-3e-08;4.3125;-257.6053;246.7427;-156.3039;-258.2373;351.0657;-134.9891;9
1682691660788;1;-261.8552;347.5992;-155.8698;9.993643;356.4789;-8e-08;4.134;-257.7695;246.8521;-155.2396;-258.2373;351.0657;-134.9891;9
1682691660805;1;-261.8456;347.5992;-154.7784;9.993879;356.0772;-1.1e-07;3.9582;-257.9337;246.9379;-154.175;-258.2505;351.067007142857;-134.690914285714;9
1682691660821;1;-261.8389;347.5992;-153.687;9.994103;355.6957;3e-08;3.7852;-258.0979;247.0236;-153.11;-258.2637;351.068314285715;-134.392728571429;9
1682691660838;1;-261.8352;347.5992;-152.5957;9.99432;355.3355;-3e-08;3.6152;-258.2623;247.1094;-152.0446;-275.708142857143;357.6968;-76.1301571428571;9
1682691660855;1;-261.8347;347.5992;-151.5044;9.994529;354.9973;8e-08;3.4484;-258.4267;247.2591;-150.9788;-293.152585714286;364.325285714286;-17.8675857142857;9
1682691660872;1;-261.8374;347.5992;-150.4133;9.994734;354.6811;-5e-08;3.2847;-258.5911;247.4116;-149.9126;-310.597028571429;370.953771428571;40.3949857142857;9
1682691660888;1;-261.8435;347.5992;-149.3222;9.994927;354.3868;1.1e-07;3.1244;-258.7556;247.5642;-148.846;-328.041471428571;377.582257142857;98.6575571428571;9
1682691660905;1;-261.853;347.5992;-148.2313;9.995115;354.1122;1.1e-07;2.9675;-258.9202;247.7099;-147.779;-345.485914285714;384.210742857143;156.920128571429;9
1682691660921;1;-261.866;347.5992;-147.1405;9.995295;353.8532;5e-08;2.8141;-259.0848;247.8234;-146.7116;-362.917157142857;390.837921428571;214.884514285714;9
1682691660938;1;-261.8826;347.5992;-146.0499;9.99547;353.6053;5e-08;2.6642;-259.2495;247.9235;-145.6438;-380.3484;397.4651;272.8489;9
1682691660955;1;-261.9027;347.5992;-144.9595;9.995638;353.3617;5e-08;2.5179;-259.4142;248.0237;-144.5757;-380.3484;397.4651;272.8489;9
1682691660971;1;-261.9264;347.5992;-143.8692;9.995799;353.1146;0;2.3751;-259.579;248.103;-143.5071;-380.3484;397.4651;272.8489;9
1682691660989;1;-261.9538;347.5992;-142.779;9.995956;352.8577;5e-08;2.236;-259.7439;248.1917;-142.4382;-380.3484;397.4651;272.8489;9
1682691661005;1;-261.9849;347.5992;-141.6891;9.996106;352.5858;-1.6e-07;2.1006;-259.9088;248.2804;-141.3689;-380.3484;397.4651;272.8489;9
1682691661021;1;-262.0197;347.5993;-140.5994;9.99625;352.295;1.6e-07;1.9689;-260.0738;248.3587;-140.2993;-380.3484;397.4651;272.8489;9
1682691661038;1;-262.0583;347.5993;-139.5099;9.996387;351.9825;1.1e-07;1.841;-260.2388;248.5114;-139.2293;-380.3484;397.4651;272.8489;9
1682691661054;1;-262.1008;347.5993;-138.4207;9.996524;351.6469;5e-08;1.7169;-260.4039;248.6877;-138.159;-380.3484;397.4651;272.8489;9
1682691661071;1;-262.1472;347.5993;-137.3318;9.996653;351.2913;1.1e-07;1.5968;-260.5691;248.864;-137.0884;-380.3484;397.4651;272.8489;9
1682691661088;1;-262.1978;347.5993;-136.2431;9.996777;350.9237;1.1e-07;1.4808;-260.7342;249.0739;-136.0174;-380.3484;397.4651;272.8489;9
1682691661105;1;-262.2524;347.5993;-135.1548;9.996896;350.5527;1.6e-07;1.3485;-261.0107;249.2063;-134.6288;-380.3484;397.4651;272.8489;9
1682691661121;1;-262.3113;347.5994;-134.0668;9.997011;350.1849;-5e-08;0.9784;-261.4104;249.2947;-133.6852;-380.3484;397.4651;272.8489;9
1682691661139;1;-262.3745;347.5994;-132.9792;9.997123;349.8252;-5e-08;0.6124;-261.8106;249.3833;-132.7404;-380.3484;397.4651;272.8489;9
1682691661154;1;-262.4422;347.5994;-131.892;9.99723;349.4774;0;0.2506;-262.2114;249.4752;-131.7943;-380.3484;397.4651;272.8489;9
1682691661171;1;-262.5143;347.5994;-130.8053;9.997335;349.1442;-2.2e-07;0.1068;-262.6127;249.5789;-130.8469;-380.3484;397.4651;272.8489;9
1682691661189;1;-262.591;347.5994;-129.7189;9.997435;348.8272;-2.2e-07;0.4599;-263.0145;249.7349;-129.8983;-380.3484;397.4651;272.8489;9
1682691661205;1;-262.6723;347.5995;-128.6331;9.997527;348.5277;0;0.8086;-263.4169;249.9022;-128.9485;-380.3484;397.4651;272.8489;9
1682691661221;1;-262.7582;347.5995;-127.5478;9.997622;348.2462;-2.2e-07;1.1528;-263.8197;250.0695;-127.9974;-380.3484;397.4651;272.8489;9
1682691661239;1;-262.8488;347.5995;-126.463;9.99771;347.9829;1.1e-07;1.4925;-264.2231;250.127;-127.0451;-380.3484;397.4651;272.8489;9
1682691661254;1;-262.944;347.5995;-125.3787;9.997794;347.7376;2.2e-07;1.8278;-264.627;250.1677;-126.0916;-380.3484;397.4651;272.8489;9
1682691661272;1;-263.0439;347.5995;-124.2949;9.997875;347.51;4.3e-07;2.1585;-265.0315;250.2084;-125.1369;-380.3484;397.4651;272.8489;9
1682691661288;1;-263.1484;347.5996;-123.2118;9.997955;347.2995;2.2e-07;2.4848;-265.4364;250.3472;-124.1809;-380.3484;397.4651;272.8489;9
1682691661305;1;-263.2575;347.5996;-122.1292;9.99803;347.1053;1.1e-07;2.8066;-265.8418;250.4702;-123.2239;-380.3484;397.4651;272.8489;9
1682691661321;1;-263.3713;347.5996;-121.0472;9.998105;346.9266;2.2e-07;3.1239;-266.2477;250.5877;-122.2656;-380.3484;397.4651;272.8489;9
1682691661339;1;-263.4896;347.5997;-119.9657;9.998177;346.7627;-2.2e-07;3.4367;-266.6541;250.7264;-121.3062;-380.3484;397.4651;272.8489;9
1682691661354;1;-263.6123;347.5997;-118.8849;9.998243;346.6125;1.1e-07;3.7453;-267.061;250.8656;-120.3457;-380.3484;397.4651;272.8489;9
1682691661371;1;-263.7395;347.5997;-117.8046;9.998311;346.4753;-2.2e-07;4.0495;-267.4683;250.9664;-119.3841;-380.3484;397.4651;272.8489;9
1682691661388;1;-263.8711;347.5997;-116.725;9.998375;346.3501;-2.2e-07;4.3495;-267.8761;251.0457;-118.4215;-380.3484;397.4651;272.8489;9
1682691661405;1;-264.007;347.5998;-115.6459;9.998431;346.2361;1.1e-07;4.6452;-268.2843;251.0851;-117.4578;-380.3484;397.4651;272.8489;9
