Timestamp;Lap_Number;Position.x.;Position.y.;Position.z.;Orientation.x.;Orientation.y.;Orientation.z.;Path_Deviation;Estimated_Path_Center.x.;Estimated_Path_Center.y.;Estimated_Path_Center.z.;Gaze_Location.x.;Gaze_Location.y.;Gaze_Location.z.;Subject
1682785489063;1;-266.4095;347.6216;-159.2594;9.019273;2.500953;-1e-08;9.1518;-257.3647;246.5107;-157.8644;-277.380514285714;345.622892857143;288.078614285714;10
1682785489080;1;-266.376;347.6216;-158.2685;9.019273;2.052236;0;8.9676;-257.5132;246.6479;-156.9015;-283.167071428571;344.345728571428;241.712371428572;10
1682785489096;1;-266.3424;347.6216;-157.2775;9.019273;1.606115;1e-08;8.7834;-257.6617;246.7958;-155.9386;-287.3163;343.520657142857;263.5326;10
1682785489112;1;-266.309;347.6215;-156.2864;9.019274;1.168874;0;8.5993;-257.8102;246.8734;-154.9755;-292.2201;342.62435;284.1452;10
1682785489129;1;-266.2761;347.6215;-155.2952;9.019273;0.7453202;0;8.4157;-257.9588;246.951;-154.0124;-296.460185714286;342.4312;309.976242857143;10
1682785489146;1;-266.2438;347.6215;-154.3039;9.019274;0.3388421;0;8.2327;-258.1074;247.0286;-153.049;-299.737042857143;342.414771428571;319.694628571429;10
1682785489163;1;-266.2125;347.6215;-153.3126;9.019271;359.9518;0;8.0506;-258.256;247.1061;-152.0854;-299.139542857143;342.817714285714;261.392914285714;10
1682785489179;1;-266.1822;347.6215;-152.3211;9.019275;359.5856;0;7.8695;-258.4046;247.2387;-151.1216;-299.203357142857;342.796571428571;235.568914285714;10
1682785489196;1;-266.1532;347.6215;-151.3296;9.019272;359.2411;-1e-08;7.6897;-258.5533;247.3766;-150.1574;-298.885671428571;342.8162;209.473028571429;10
1682785489213;1;-266.1256;347.6215;-150.338;9.019273;358.9186;-1e-08;7.5113;-258.7021;247.5146;-149.193;-298.737857142857;342.756614285714;183.280628571429;10
1682785489230;1;-266.0995;347.6215;-149.3464;9.019273;358.6181;-1e-08;7.3344;-258.8509;247.6525;-148.2284;-297.993171428571;342.613692857143;158.258628571429;10
1682785489246;1;-266.0752;347.6214;-148.3546;9.019273;358.3379;-3e-08;7.1592;-258.9997;247.7675;-147.2634;-297.188342857143;342.408692857143;133.245785714286;10
1682785489263;1;-266.0526;347.6214;-147.3629;9.019273;358.0719;1e-08;6.9857;-259.1486;247.8622;-146.298;-297.346742857143;342.026971428572;124.3456;10
1682785489280;1;-266.032;347.6214;-146.371;9.019272;357.8075;1e-08;6.8141;-259.2975;247.9527;-145.3324;-297.545028571429;341.6639;115.404457142857;10
1682785489296;1;-266.0133;347.6214;-145.3792;9.019271;357.5313;1e-08;6.6444;-259.4465;248.0433;-144.3664;-298.294857142857;341.336178571428;115.378742857143;10
1682785489313;1;-265.9967;347.6214;-144.3873;9.019273;357.2332;-3e-08;6.4768;-259.5956;248.1119;-143.4;-300.3101;340.996457142857;120.120014285714;10
1682785489330;1;-265.9823;347.6214;-143.3954;9.019272;356.9058;-3e-08;6.3114;-259.7447;248.192;-142.4333;-311.565814285714;339.83035;178.998385714286;10
1682785489345;1;-265.9702;347.6214;-142.4035;9.019273;356.5439;0;6.1482;-259.8938;248.2723;-141.4663;-312.462942857143;340.027214285715;174.201814285714;10
1682785489363;1;-265.9604;347.6214;-141.4115;9.019271;356.1442;0;5.9874;-260.043;248.3465;-140.4989;-313.420214285714;340.286157142857;169.396085714286;10
1682785489379;1;-265.9533;347.6214;-140.4196;9.019275;355.7044;-3e-08;5.8292;-260.1923;248.4618;-139.5311;-314.728771428571;340.6089;164.506114285714;10
