Timestamp;Lap_Number;Position.x.;Position.y.;Position.z.;Orientation.x.;Orientation.y.;Orientation.z.;Path_Deviation;Estimated_Path_Center.x.;Estimated_Path_Center.y.;Estimated_Path_Center.z.;Gaze_Location.x.;Gaze_Location.y.;Gaze_Location.z.;Subject
1683038211837;0;-255.4;347.2208;-182.6569;0.08308496;0;0;1.8375;-253.584;243.8174;-182.3768;-247.587428571429;333.249507142857;-71.9384857142857;12
1683038211854;0;-255.4;347.2632;-182.5571;0.118239;0;0;1.8223;-253.599;243.8281;-182.2793;-250.109685714286;336.575378571428;-101.687871428571;12
1683038211871;0;-255.4;347.3019;-182.4387;0.159559;0;0;1.8042;-253.6168;243.8407;-182.1637;-250.153271428571;336.653385714285;-102.003442857143;12
1683038211887;0;-255.4;347.3375;-182.3019;0.2066927;0;0;1.7834;-253.6374;243.8553;-182.0301;-250.196857142857;336.731392857143;-102.319014285714;12
1683038211904;0;-255.4;347.3699;-182.147;0.2592312;0;0;1.7598;-253.6608;243.8719;-181.8788;-250.104571428571;336.960585714285;-102.2877;12
1683038211920;0;-255.4;347.3997;-181.9745;0.3167258;0;0;1.7335;-253.6868;243.8903;-181.7103;-250.002257142857;337.2059;-102.252214285714;12
1683038211937;0;-255.4;347.4268;-181.7849;0.3787235;0;0;1.7046;-253.7153;243.9135;-181.5251;-250.008457142857;337.4331;-101.939128571429;12
1683038211954;0;-255.4;347.4517;-181.5787;0.444793;0;0;1.6731;-253.7464;243.9392;-181.3236;-252.0415;341.371742857143;-131.140042857143;12
1683038211970;0;-255.4;347.4744;-181.3564;0.5145096;0;0;1.6393;-253.7799;243.9669;-181.1065;-251.769971428571;341.315407142857;-130.695285714286;12
1683038211987;0;-255.4;347.4951;-181.1188;0.5874081;0;0;1.6031;-253.8157;243.9965;-180.8745;-251.498442857143;341.259071428571;-130.250528571429;12
1683038212004;0;-255.4;347.5141;-180.8671;0.6629393;0;0;1.5647;-253.8536;244.0278;-180.6286;-251.355614285714;341.293921428571;-130.198442857143;12
1683038212021;0;-255.4;347.5313;-180.6023;0.7405043;-3e-08;0;1.5243;-253.8935;244.0607;-180.37;-251.139228571429;341.146678571429;-130.119757142857;12
1683038212037;0;-255.4;347.5471;-180.3255;0.8195584;-0.00105649;0;1.4821;-253.9352;244.0952;-180.0996;-251.019914285714;341.043621428571;-130.369614285714;12
1683038212054;0;-255.4;347.5615;-180.0373;0.8996789;-0.00558401;0;1.4382;-253.9786;244.1254;-179.8181;-249.070585714286;339.117635714285;-111.804885714286;12
1683038212071;0;-255.4;347.5747;-179.7384;0.9805343;359.9834;0;1.3926;-254.0236;244.1534;-179.5261;-247.330842857143;337.336328571429;-93.3308;12
1683038212088;0;-255.4;347.5867;-179.4293;1.061856;359.9625;0;1.3455;-254.0702;244.1825;-179.2242;-245.5911;335.555021428572;-74.8567142857143;12
1683038212104;0;-255.4;347.5976;-179.1106;1.143414;359.9289;0;1.297;-254.1182;244.2124;-178.9129;-245.7674;335.700535714285;-74.9528285714286;12
1683038212121;0;-255.4001;347.6076;-178.7826;1.225021;359.8798;0;1.247;-254.1676;244.2432;-178.5925;-245.836571428571;335.7659;-74.6501285714286;12
