Timestamp;Lap_Number;Position.x.;Position.y.;Position.z.;Orientation.x.;Orientation.y.;Orientation.z.;Path_Deviation;Estimated_Path_Center.x.;Estimated_Path_Center.y.;Estimated_Path_Center.z.;Gaze_Location.x.;Gaze_Location.y.;Gaze_Location.z.;Subject
1687966268077;1;-255.7244;347.6025;-160.6729;9.99999;342.7471;1.1e-07;1.1929;-256.9034;246.1841;-160.8547;-371.969285714286;324.903371428572;40.2274285714285;2
1687966268094;1;-255.8755;347.6025;-159.608;9.999989;342.6829;2.2e-07;1.206;-257.0674;246.2744;-159.7918;-384.777942857143;323.456164285715;59.3749714285714;2
1687966268110;1;-256.0325;347.6025;-158.5438;9.99999;342.6252;2.2e-07;1.213;-257.2313;246.4047;-158.7287;-390.535057142857;323.466828571428;63.3412428571428;2
1687966268127;1;-256.1952;347.6025;-157.4803;9.999989;342.5735;1.1e-07;1.2143;-257.3953;246.5351;-157.6654;-399.794871428572;322.833557142857;72.8657714285714;2
1687966268144;1;-256.3636;347.6026;-156.4175;9.99999;342.527;0;1.2099;-257.5594;246.6954;-156.6019;-408.570871428571;322.3064;82.3465142857142;2
1687966268161;1;-256.5374;347.6026;-155.3553;9.99999;342.4854;1.1e-07;1.2001;-257.7234;246.8281;-155.5382;-406.940271428571;323.023757142857;76.0044571428571;2
1687966268178;1;-256.7165;347.6026;-154.2938;9.999991;342.4481;0;1.1849;-257.8875;246.9138;-154.4744;-405.317785714286;323.787371428572;69.6602428571428;2
1687966268194;1;-256.9007;347.6026;-153.2328;9.99999;342.4146;-1.1e-07;1.1646;-258.0516;246.9994;-153.4104;-403.3523;324.401321428571;63.9233857142857;2
1687966268210;1;-257.0898;347.6026;-152.1725;9.999991;342.3847;1.1e-07;1.1392;-258.2158;247.0851;-152.3462;-400.371157142857;325.166628571429;56.4771714285714;2
1687966268228;1;-257.2838;347.6026;-151.1128;9.999991;342.3579;-1.1e-07;1.109;-258.3799;247.2157;-151.2819;-400.485842857143;325.280985714286;56.5463;2
1687966268245;1;-257.4825;347.6026;-150.0537;9.99999;342.334;0;1.0741;-258.5441;247.368;-150.2175;-405.704242857143;324.696242857143;63.7052857142857;2
1687966268261;1;-257.6857;347.6025;-148.9952;9.999991;342.3126;-2.2e-07;1.0346;-258.7083;247.5203;-149.1529;-411.406457142857;324.005385714285;70.9080571428571;2
1687966268278;1;-257.8933;347.6025;-147.9372;9.99999;342.2935;-1.1e-07;0.9907;-258.8725;247.6726;-148.0882;-417.110328571429;323.253271428572;77.5899142857142;2
1687966268294;1;-258.1052;347.6025;-146.8798;9.99999;342.2763;-1.1e-07;0.9425;-259.0367;247.7942;-147.0234;-422.806085714286;322.4549;84.2739285714285;2
1687966268311;1;-258.3212;347.6025;-145.8229;9.99999;342.2611;-1.1e-07;0.8902;-259.201;247.894;-145.9586;-428.712242857143;321.651792857143;90.8598142857142;2
1687966268327;1;-258.5411;347.6024;-144.7665;9.99999;342.2475;0;0.8338;-259.3652;247.9939;-144.8936;-434.028014285714;320.8867;97.3306285714285;2
1687966268344;1;-258.7649;347.6024;-143.7106;9.99999;342.2354;-1.1e-07;0.7736;-259.5295;248.0857;-143.8285;-433.3468;321.023242857143;97.2459142857142;2
1687966268360;1;-258.9925;347.6024;-142.6552;9.999989;342.2245;3.3e-07;0.7096;-259.6938;248.1647;-142.7634;-427.561871428571;321.858885714286;90.0713428571428;2
1687966268378;1;-259.2236;347.6024;-141.6003;9.999989;342.2149;1.1e-07;0.6419;-259.8581;248.2531;-141.6982;-426.220785714286;321.922571428571;91.6108285714285;2
1687966268394;1;-259.4583;347.6023;-140.5459;9.99999;342.2063;-1.1e-07;0.5708;-260.0224;248.3383;-140.6329;-424.878042857143;322.047514285714;93.6712285714285;2
1687966268411;1;-259.6963;347.6023;-139.4919;9.99999;342.1986;0;0.4962;-260.1867;248.4557;-139.5675;-424.801871428571;322.400092857143;97.2801857142857;2
1687966268427;1;-259.9376;347.6022;-138.4383;9.99999;342.1918;1.1e-07;0.4183;-260.351;248.6312;-138.5021;-424.5153;322.757407142857;100.987271428571;2
1687966268444;1;-260.1821;347.6022;-137.3852;9.999989;342.1857;2.2e-07;0.3372;-260.5153;248.8066;-137.4366;-422.925371428572;323.796071428572;97.2813428571428;2
1687966268460;1;-260.4296;347.6021;-136.3325;9.99999;342.1803;2.2e-07;0.253;-260.6797;248.9965;-136.3711;-427.332428571429;323.9331;100.130942857143;2
1687966268477;1;-260.6801;347.6021;-135.2802;9.99999;342.1755;1.1e-07;0.1658;-260.844;249.1428;-135.3055;-426.529428571429;324.503814285714;95.2268571428571;2
1687966268494;1;-260.9335;347.602;-134.2283;9.99999;342.1712;-1.1e-07;0.2273;-261.1428;249.2355;-134.317;-421.282585714286;325.846485714286;81.6087142857142;2
1687966268511;1;-261.1896;347.602;-133.1768;9.999991;342.1674;-2.2e-07;0.4016;-261.5594;249.3277;-133.3335;-423.567428571429;326.060028571428;76.9012571428571;2
1687966268527;1;-261.4484;347.6019;-132.1257;9.99999;342.164;1.1e-07;0.5733;-261.9763;249.42;-132.3493;-424.5857;326.045935714286;70.6452428571428;2
1687966268544;1;-261.7098;347.6019;-131.0749;9.99999;342.161;1.1e-07;0.7425;-262.3935;249.5222;-131.3645;-423.752185714286;326.115221428571;63.2743428571428;2
1687966268561;1;-261.9737;347.6018;-130.0245;9.999992;342.1583;-2.2e-07;0.9092;-262.8109;249.6502;-130.3791;-424.222028571429;325.503157142857;63.3164571428571;2
1687966268577;1;-262.24;347.6018;-128.9744;9.99999;342.1559;-2.2e-07;1.0736;-263.2285;249.8239;-129.3931;-426.374914285714;324.836442857143;64.6282857142857;2
1687966268593;1;-262.5086;347.6017;-127.9246;9.99999;342.1538;1.1e-07;1.2357;-263.6464;249.9977;-128.4066;-433.737857142857;323.736042857143;73.6937999999999;2
1687966268610;1;-262.7795;347.6017;-126.8752;9.99999;342.1519;1.1e-07;1.3956;-264.0645;250.111;-127.4195;-433.768757142857;323.587442857143;73.7608857142857;2
1687966268627;1;-263.0526;347.6016;-125.826;9.99999;342.1503;1.1e-07;1.5533;-264.4829;250.1531;-126.4319;-426.267971428571;324.567971428571;64.9172857142857;2
1687966268644;1;-263.3278;347.6015;-124.7772;9.999989;342.1488;1.1e-07;1.709;-264.9014;250.1953;-125.4438;-418.687671428571;325.559642857143;55.7862857142857;2
1687966268660;1;-263.605;347.6015;-123.7287;9.999992;342.1475;0;1.8627;-265.3202;250.305;-124.4552;-412.959157142857;326.467935714285;47.7701714285714;2
1687966268677;1;-263.8842;347.6014;-122.6804;9.999991;342.1464;-1.1e-07;2.0145;-265.7391;250.4405;-123.4662;-407.244171428571;327.412371428572;39.8574857142857;2
1687966268694;1;-264.1653;347.6014;-121.6324;9.999989;342.1453;1.1e-07;2.1645;-266.1583;250.5618;-122.4767;-399.846142857143;328.411457142857;30.6750857142857;2
1687966268711;1;-264.4482;347.6013;-120.5847;9.99999;342.1444;1.1e-07;2.3126;-266.5776;250.7003;-121.4867;-392.4337;329.472978571428;21.3672857142857;2
1687966268728;1;-264.7329;347.6013;-119.5372;9.999991;342.1436;-1.1e-07;2.459;-266.9971;250.8438;-120.4964;-392.3533;329.5827;21.0579142857142;2
1687966268744;1;-265.0193;347.6012;-118.49;9.99999;342.1429;-1.1e-07;2.6038;-267.4168;250.9564;-119.5056;-392.272728571429;329.85095;20.7376714285714;2
1687966268761;1;-265.3073;347.6012;-117.443;9.999991;342.1422;1.1e-07;2.7469;-267.8367;251.038;-118.5145;-392.271671428571;330.108057142857;20.7048285714285;2
1687966268777;1;-265.597;347.6011;-116.3963;9.99999;342.1417;2.2e-07;2.8884;-268.2567;251.0836;-117.5229;-397.979171428572;329.7772;28.7100285714285;2
1687966268794;1;-265.8882;347.601;-115.3498;9.999991;342.1412;-1.1e-07;3.0285;-268.6768;251.1267;-116.531;-403.673142857143;329.4102;36.6118;2
1687966268811;1;-266.1809;347.601;-114.3035;9.99999;342.1407;-1.1e-07;3.167;-269.0971;251.2975;-115.5388;-411.735614285714;328.938178571428;49.1826999999999;2
1687966268845;1;-266.4751;347.601;-113.2574;9.999991;342.1404;-2.2e-07;3.3042;-269.5176;251.4102;-114.5462;-419.8125;328.403721428571;61.8789999999999;2
1687966268845;1;-266.4751;347.601;-113.2574;9.999991;342.1404;-2.2e-07;3.3042;-269.5176;251.4102;-114.5462;-420.837357142857;328.80545;66.9789857142857;2
1687966268877;1;-267.0675;347.6009;-111.1659;9.999991;342.1397;0;3.5745;-270.3589;251.6359;-112.5601;-413.952014285714;329.748264285715;62.4355857142857;2
1687966268877;1;-267.0675;347.6009;-111.1659;9.999991;342.1397;0;3.5745;-270.3589;251.6359;-112.5601;-407.066671428572;330.691078571429;57.8921857142857;2
1687966268910;1;-267.6652;347.6007;-109.0751;9.99999;342.1392;-1.1e-07;3.8397;-271.2007;251.859;-110.5727;-394.154628571429;332.244071428571;45.2492857142857;2
1687966268928;1;-267.9658;347.6007;-108.03;9.99999;342.139;1.1e-07;3.9705;-271.6219;252.0007;-109.5786;-381.242585714286;333.797064285714;32.6063857142857;2
1687966268944;1;-268.2677;347.6006;-106.985;9.99999;342.1388;1.1e-07;4.1001;-272.0431;252.1336;-108.5842;-365.583557142857;335.426042857143;15.1025428571428;2
1687966268960;1;-268.5706;347.6006;-105.9402;9.999992;342.1386;-1.1e-07;4.2287;-272.4644;252.2495;-107.5896;-349.924528571429;337.055021428572;-2.40130000000006;2
1687966268977;1;-268.8747;347.6006;-104.8956;9.99999;342.1385;3.3e-07;4.3561;-272.8858;252.3404;-106.5947;-341.367814285714;337.707935714285;-12.0648000000001;2
1687966268994;1;-269.1798;347.6005;-103.8512;9.999991;342.1383;0;4.4825;-273.3073;252.4313;-105.5996;-340.721471428571;337.661235714286;-12.0740428571429;2
1687966269010;1;-269.486;347.6005;-102.8069;9.99999;342.1382;-1.1e-07;4.608;-273.729;252.5398;-104.6042;-339.9984;337.713757142857;-12.1405571428572;2
1687966269027;1;-269.7931;347.6004;-101.7627;9.99999;342.1381;0;4.7324;-274.1507;252.6652;-103.6086;-339.593471428571;337.744064285715;-12.1456142857143;2
1687966269044;1;-270.1012;347.6004;-100.7187;9.99999;342.138;1.1e-07;4.856;-274.5725;252.8094;-102.6128;-338.637842857143;337.946657142857;-12.8611000000001;2
1687966269061;1;-270.4102;347.6003;-99.67485;9.99999;342.1379;-2.2e-07;4.9786;-274.9945;252.9537;-101.6167;-338.0607;338.178285714285;-13.3847714285715;2
1687966269077;1;-270.7201;347.6003;-98.63112;9.999991;342.1379;1.1e-07;5.1004;-275.4165;253.098;-100.6205;-337.588714285714;338.4641;-13.8563142857143;2
1687966269093;1;-271.0308;347.6003;-97.58752;9.99999;342.1378;-2.2e-07;5.2213;-275.8386;253.2307;-99.6241;-337.066442857143;338.789792857143;-14.5718857142858;2
1687966269111;1;-271.3424;347.6002;-96.54404;9.999991;342.1378;-2.2e-07;5.3414;-276.2607;253.3357;-98.6274;-336.459171428571;339.157442857143;-15.2530714285715;2
1687966269127;1;-271.6548;347.6002;-95.50068;9.999991;342.1377;-3.3e-07;5.4607;-276.683;253.4358;-97.6306;-335.928628571429;339.425871428571;-15.8769857142858;2
1687966269144;1;-271.9679;347.6002;-94.45744;9.99999;342.1377;-3.3e-07;5.5793;-277.1053;253.5358;-96.6336;-335.342085714286;339.710157142857;-16.3396000000001;2
1687966269161;1;-272.2818;347.6001;-93.41432;9.999991;342.1376;-1.1e-07;5.6971;-277.5277;253.6416;-95.6364;-335.306242857143;339.822157142857;-16.0917857142858;2
1687966269177;1;-272.5965;347.6001;-92.37131;9.999989;342.1376;3.3e-07;5.8142;-277.9502;253.7573;-94.6391;-335.165571428572;339.902171428571;-15.7323285714286;2
1687966269194;1;-272.9118;347.6;-91.3284;9.999991;342.1376;0;5.9306;-278.3727;253.8958;-93.6416;-334.919742857143;339.928;-15.4250000000001;2
1687966269210;1;-273.2278;347.6;-90.2856;9.99999;342.1375;1.1e-07;6.0464;-278.7953;254.0559;-92.644;-334.559671428572;339.964507142857;-15.0913714285715;2
1687966269227;1;-273.5444;347.6;-89.2429;9.99999;342.1375;2.2e-07;6.1615;-279.218;254.1995;-91.6462;-334.2846;339.959057142857;-14.7921285714286;2
1687966269244;1;-273.8617;347.5999;-88.20029;9.999991;342.1375;-1.1e-07;6.2761;-279.6407;254.3129;-90.6482;-333.877771428572;339.979878571428;-14.6063857142858;2
1687966269260;1;-274.1796;347.5999;-87.15778;9.99999;342.1375;1.1e-07;6.39;-280.0634;254.4223;-89.6502;-333.526942857143;339.984842857143;-14.5819428571429;2
1687966269278;1;-274.498;347.5999;-86.11535;9.999991;342.1374;-2.2e-07;6.5033;-280.4863;254.5093;-88.6519;-333.411142857143;340.043785714285;-14.2662285714286;2
1687966269294;1;-274.8171;347.5999;-85.07301;9.999991;342.1374;1.1e-07;6.6161;-280.9092;254.5929;-87.6536;-333.400171428571;340.134714285714;-14.0621571428572;2
1687966269310;1;-275.1367;347.5998;-84.03076;9.999991;342.1374;-2.2e-07;6.7284;-281.3321;254.7045;-86.6551;-333.3067;340.215;-13.8021000000001;2
1687966269327;1;-275.4568;347.5998;-82.98859;9.999991;342.1374;-1.1e-07;6.8401;-281.7551;254.8238;-85.6566;-333.327471428572;340.284607142857;-13.5683428571429;2
1687966269344;1;-275.7774;347.5998;-81.9465;9.999991;342.1374;1.1e-07;6.9514;-282.1782;255.0465;-84.6579;-333.524857142857;340.294171428572;-13.7407428571429;2
1687966269361;1;-276.0985;347.5998;-80.90449;9.999991;342.1374;-2.2e-07;7.0621;-282.6013;255.2373;-83.659;-333.854;340.277464285714;-13.7996428571429;2
1687966269377;1;-276.4201;347.5997;-79.86255;9.999991;342.1374;-1.1e-07;6.9781;-283.3549;255.5605;-80.6389;-334.132542857143;340.162492857143;-13.8663285714286;2
1687966269394;1;-276.7421;347.5997;-78.82068;9.999991;342.1374;1.1e-07;6.774;-283.474;255.6906;-79.5743;-334.176057142857;339.993542857143;-14.2242857142858;2
1687966269411;1;-277.0646;347.5997;-77.77888;9.999991;342.1374;-2.2e-07;6.5693;-283.5932;255.8777;-78.5098;-334.438342857143;339.739392857143;-14.2377428571429;2
1687966269427;1;-277.3876;347.5996;-76.73714;9.999991;342.1374;-1.1e-07;6.3643;-283.7124;256.0663;-77.4452;-334.783128571429;339.495885714285;-14.3071857142858;2
1687966269444;1;-277.7109;347.5996;-75.69547;9.999991;342.1374;1.1e-07;6.1589;-283.8316;256.2548;-76.3807;-334.678957142857;339.3059;-14.6015428571429;2
1687966269461;1;-278.0346;347.5996;-74.65386;9.999991;342.1374;-2.2e-07;5.9531;-283.9507;256.4006;-75.3162;-334.398171428571;339.175957142857;-14.4897428571429;2
1687966269477;1;-278.3588;347.5996;-73.61231;9.999991;342.1374;-1.1e-07;5.7468;-284.0699;256.5205;-74.2517;-334.014542857143;339.120207142857;-14.2069571428572;2
1687966269494;1;-278.6833;347.5996;-72.57082;9.999991;342.1374;1.1e-07;5.5402;-284.1891;256.6388;-73.1872;-333.681514285714;339.162721428572;-13.9163857142858;2
1687966269510;1;-279.0081;347.5995;-71.52939;9.999991;342.1374;-2.2e-07;5.3333;-284.3083;256.7542;-72.1228;-333.255557142857;339.252307142857;-13.3591285714286;2
1687966269528;1;-279.3333;347.5995;-70.48801;9.999991;342.1374;1.1e-07;5.1259;-284.4274;256.9128;-71.0583;-332.610828571429;339.427092857143;-13.1463714285715;2
1687966269544;1;-279.6589;347.5995;-69.44668;9.999991;342.1374;-2.2e-07;4.9182;-284.5466;257.0792;-69.9939;-331.920128571429;339.622971428572;-12.7602571428572;2
1687966269561;1;-279.9848;347.5995;-68.4054;9.999991;342.1374;-1.1e-07;4.7102;-284.6657;257.2455;-68.9295;-331.678385714286;339.765328571429;-12.1492285714286;2
1687966269577;1;-280.311;347.5995;-67.36417;9.999991;342.1374;1.1e-07;4.5019;-284.7849;257.4423;-67.865;-331.424457142857;339.919614285714;-11.4001714285715;2
1687966269594;1;-280.6375;347.5995;-66.323;9.999991;342.1374;-2.2e-07;4.2933;-284.9041;257.5643;-66.8007;-331.273371428571;339.999707142857;-10.8221000000001;2
1687966269611;1;-280.9642;347.5994;-65.28187;9.999991;342.1374;-1.1e-07;4.0843;-285.0232;257.6863;-65.7363;-330.795885714286;340.136435714286;-10.5053571428572;2
1687966269627;1;-281.2913;347.5994;-64.24078;9.999991;342.1374;1.1e-07;3.8752;-285.1424;257.7936;-64.6719;-330.411328571429;340.226092857143;-10.4553000000001;2
1687966269645;1;-281.6186;347.5994;-63.19973;9.999991;342.1374;-2.2e-07;3.6657;-285.2615;257.9215;-63.6076;-330.1166;340.3208;-10.3627857142858;2
1687966269661;1;-281.9462;347.5994;-62.15873;9.999991;342.1374;-1.1e-07;3.4559;-285.3807;258.123;-62.5432;-329.867842857143;340.394414285715;-10.4436285714286;2
1687966269678;1;-282.2741;347.5994;-61.11776;9.999991;342.1374;1.1e-07;3.2459;-285.4998;258.3244;-61.4789;-329.8707;340.431942857143;-10.3256428571429;2
1687966269694;1;-282.6022;347.5994;-60.07684;9.999991;342.1374;-2.2e-07;3.0357;-285.619;258.5258;-60.4146;-329.885742857143;340.457542857143;-10.3456857142858;2
1687966269711;1;-282.9305;347.5993;-59.03595;9.999991;342.1374;-1.1e-07;2.8252;-285.7382;258.6866;-59.3503;-329.550985714286;340.513214285715;-10.6129571428572;2
1687966269727;1;-283.2591;347.5993;-57.99509;9.999991;342.1374;1.1e-07;2.6144;-285.8573;258.8216;-58.286;-329.542628571429;340.51225;-10.6189000000001;2
1687966269744;1;-283.5879;347.5993;-56.95428;9.999991;342.1374;-2.2e-07;2.4035;-285.9765;258.9329;-57.2217;-329.443014285714;340.518292857143;-10.5636571428572;2
1687966269760;1;-283.9169;347.5993;-55.91349;9.999991;342.1374;-1.1e-07;2.1923;-286.0956;259.0308;-56.1574;-329.253571428571;340.519285714286;-10.5508714285715;2
1687966269777;1;-284.2461;347.5993;-54.87274;9.999991;342.1374;1.1e-07;1.9809;-286.2148;259.2137;-55.0931;-329.4819;340.448471428572;-9.95764285714291;2
1687966269794;1;-284.5755;347.5993;-53.83202;9.999991;342.1374;-2.2e-07;1.7693;-286.3339;259.4162;-54.0289;-329.458614285714;340.413742857143;-9.56324285714291;2
1687966269811;1;-284.9052;347.5993;-52.79134;9.999991;342.1374;-1.1e-07;1.5576;-286.4531;259.6324;-52.9646;-328.807557142857;340.476857142857;-9.64528571428577;2
1687966269828;1;-285.235;347.5992;-51.75068;9.999991;342.1374;1.1e-07;1.3456;-286.5722;259.8377;-51.9004;-328.5063;340.5099;-9.48010000000005;2
1687966269843;1;-285.5649;347.5992;-50.71004;9.999991;342.1374;-2.2e-07;1.1334;-286.6913;259.9375;-50.8362;-328.391471428571;340.555471428572;-8.95711428571434;2
1687966269861;1;-285.8951;347.5992;-49.66944;9.999991;342.1374;-1.1e-07;0.9211;-286.8105;260.0697;-49.7719;-328.3679;340.594035714285;-8.49531428571434;2
1687966269877;1;-286.2254;347.5992;-48.62886;9.999991;342.1374;1.1e-07;0.7086;-286.9296;260.2065;-48.7077;-328.659014285714;340.641828571429;-7.5093571428572;2
1687966269894;1;-286.5559;347.5992;-47.58831;9.999991;342.1374;-2.2e-07;0.4959;-287.0488;260.3711;-47.6435;-328.532357142857;340.761428571428;-7.10384285714291;2
1687966269911;1;-286.8866;347.5992;-46.54779;9.999991;342.1374;-1.1e-07;0.2831;-287.1679;260.5818;-46.5793;-328.370528571429;340.907242857143;-6.68597142857148;2
1687966269927;1;-287.2174;347.5992;-45.50729;9.999991;342.1374;1.1e-07;0.0701;-287.287;260.7832;-45.5151;-328.836471428571;340.955214285715;-5.7916571428572;2
1687966269944;1;-287.5483;347.5992;-44.46681;9.99999;342.1367;-1.1e-07;0.143;-287.4062;260.9846;-44.4509;-329.3604;341.021671428571;-4.86347142857148;2
1687966269961;1;-287.8794;347.5992;-43.42635;9.99999;342.1315;0;0.3563;-287.5253;261.1328;-43.3867;-329.6979;341.0756;-4.29308571428577;2
1687966269978;1;-288.2106;347.5992;-42.38592;9.99999;342.1161;0;0.5697;-287.6445;261.2715;-42.3225;-330.070528571429;341.153642857143;-3.54867142857148;2
1687966269995;1;-288.542;347.5992;-41.34551;9.99999;342.0864;-1.1e-07;0.7833;-287.7636;261.4101;-41.2584;-330.128471428572;341.222457142857;-3.32841428571434;2
1687966270011;1;-288.8735;347.5992;-40.30513;9.99999;342.0389;-1.1e-07;0.997;-287.8827;261.5487;-40.1942;-333.977571428571;340.893364285714;0.633914285714231;2
1687966270028;1;-289.2053;347.5992;-39.26479;9.99999;341.9711;1.1e-07;1.2109;-288.0019;261.7279;-39.1301;-337.861842857143;340.538057142857;4.58388571428566;2
1687966270044;1;-289.5372;347.5992;-38.2245;9.999991;341.8808;-3.3e-07;1.425;-288.121;261.9071;-38.066;-333.836328571429;341.101392857143;1.53451428571423;2
1687966270061;1;-289.8694;347.5991;-37.18428;9.99999;341.7665;-2.2e-07;1.6395;-288.2401;262.0863;-37.0019;-329.752828571429;341.646242857143;-1.54872857142863;2
1687966270077;1;-290.2019;347.5991;-36.14415;9.99999;341.6271;3.3e-07;1.8542;-288.3593;262.284;-35.9379;-325.378;342.238442857143;-4.70142857142863;2
1687966270095;1;-290.5348;347.5991;-35.10413;9.999992;341.4618;-1.1e-07;2.0693;-288.4784;262.4041;-34.8739;-320.968042857143;342.806528571428;-8.0281571428572;2
1687966270111;1;-290.8682;347.5991;-34.06425;9.99999;341.2705;1.1e-07;2.285;-288.5974;262.5242;-33.81;-316.648914285714;343.3848;-11.1504142857143;2
1687966270128;1;-291.2022;347.5991;-33.02456;9.99999;341.0533;2.2e-07;2.5012;-288.7166;262.6443;-32.7463;-308.538628571429;344.360978571429;-18.0147428571429;2
1687966270144;1;-291.537;347.5991;-31.98507;9.99999;340.8106;-1.1e-07;2.7182;-288.8356;262.7711;-31.6827;-308.888328571429;344.438521428572;-18.1548428571429;2
1687966270161;1;-291.8725;347.5991;-30.94586;9.99999;340.543;2.2e-07;2.936;-288.9547;262.9558;-30.6192;-317.147814285714;343.597421428571;-11.2956000000001;2
1687966270177;1;-292.209;347.5991;-29.90695;9.99999;340.2514;-1.1e-07;3.1549;-289.0737;263.1404;-29.5559;-337.775728571429;341.133207142857;4.3191428571428;2
