Timestamp;Lap_Number;Position.x.;Position.y.;Position.z.;Orientation.x.;Orientation.y.;Orientation.z.;Path_Deviation;Estimated_Path_Center.x.;Estimated_Path_Center.y.;Estimated_Path_Center.z.;Gaze_Location.x.;Gaze_Location.y.;Gaze_Location.z.;Subject;Gaze.x.;Gaze.y.
1683228742297;0;-255.4;347.226;-182.6724;0.07753335;0;0;1.8399;-253.5816;243.8158;-182.3919;-156.009457142857;377.60625;221.3335;14;1366.565;430.0593
1683228742313;0;-255.4;347.2679;-182.5754;0.1117863;0;0;1.8251;-253.5962;243.8261;-182.2972;-154.710371428571;376.655678571428;221.073442857143;14;1367.806;429.2357
1683228742329;0;-255.4;347.3063;-182.4597;0.152312;-3e-08;0;1.8075;-253.6137;243.8385;-182.1842;-152.866242857143;375.745821428572;219.193942857143;14;1369.878;428.5482
1683228742347;0;-255.4;347.3415;-182.3256;0.1987401;0;0;1.787;-253.6339;243.8528;-182.0532;-151.693257142857;377.72385;219.625342857143;14;1370.693;430.2778
1683228742363;0;-255.4;347.3737;-182.1733;0.2506493;0;0;1.7638;-253.6568;243.8691;-181.9044;-152.645714285714;380.30805;221.232085714286;14;1369.36;432.4498
1683228742379;0;-255.4;347.4031;-182.0033;0.3075965;0;0;1.7379;-253.6824;243.8872;-181.7383;-153.738957142857;382.919528571428;221.802657142857;14;1368.139;434.7017
1683228742397;0;-255.4;347.43;-181.816;0.3691378;0;0;1.7093;-253.7106;243.9097;-181.5554;-154.8322;385.531007142857;222.373228571429;14;1366.925;436.9398
1683228742414;0;-255.4;347.4546;-181.6119;0.4348358;0;0;1.6782;-253.7414;243.9351;-181.3561;-155.925442857143;388.142485714285;222.9438;14;1365.719;439.1642
1683228742430;0;-255.4;347.477;-181.3917;0.5042611;0;0;1.6446;-253.7746;243.9625;-181.141;-157.018685714286;390.753964285714;223.514371428571;14;1364.519;441.3752
1683228742447;0;-255.4;347.4976;-181.1559;0.5769995;-3e-08;0;1.6087;-253.8101;243.9919;-180.9107;-132.623742857143;394.442492857143;308.469671428571;14;1367.473;437.4814
1683228742462;0;-255.4;347.5163;-180.905;0.6526654;0;0;1.5705;-253.8479;244.0231;-180.6656;-107.276342857143;395.546821428571;391.818228571429;14;1370.497;433.2147
1683228742480;0;-255.4;347.5334;-180.6395;0.7308981;0;0;1.53;-253.8879;244.0561;-180.4063;-81.9289428571428;396.65115;475.166785714286;14;1372.767;430.012
1683228742497;0;-255.4;347.549;-180.36;0.8113624;0;0;1.4874;-253.93;244.0909;-180.1333;-56.4407571428571;397.7282;559.551514285714;14;1374.472;427.4722
1683228742513;0;-255.4;347.5632;-180.067;0.8937458;0;0;1.4427;-253.9741;244.1226;-179.8471;-30.9525714285714;398.80525;643.936242857143;14;1375.833;425.4444
1683228742529;0;-255.4;347.5762;-179.7609;0.9777581;0;0;1.3961;-254.0202;244.1513;-179.5481;-5.46438571428571;399.8823;728.320971428571;14;1376.945;423.788
