Timestamp;Lap_Number;Position.x.;Position.y.;Position.z.;Orientation.x.;Orientation.y.;Orientation.z.;Path_Deviation;Estimated_Path_Center.x.;Estimated_Path_Center.y.;Estimated_Path_Center.z.;Gaze_Location.x.;Gaze_Location.y.;Gaze_Location.z.;Subject;Gaze.x.;Gaze.y.
1683045608350;1;-262.5847;347.5995;-158.6249;9.99999;352.7579;5e-08;5.275;-257.3714;246.516;-157.8208;-294.200257142857;344.994028571428;158.396614285714;13;1289.41;461.9202
1683045608367;1;-262.597;347.5995;-157.5354;9.99999;352.2846;-5e-08;5.121;-257.5358;246.6711;-156.7547;-293.3405;345.38065;133.7538;13;1287.525;462.15
1683045608383;1;-262.6138;347.5995;-156.446;9.99999;351.8109;1.1e-07;4.9716;-257.7003;246.816;-155.6882;-291.3124;345.490292857143;103.151614285714;13;1285.958;462.0016
1683045608400;1;-262.6353;347.5995;-155.3569;9.99999;351.3389;5e-08;4.8269;-257.8649;246.9019;-154.6212;-291.1016;345.490242857143;94.1559714285714;13;1284.901;461.9072
1683045608417;1;-262.6617;347.5995;-154.2681;9.99999;350.8715;0;4.687;-258.0295;246.9879;-153.5537;-290.9266;345.464164285715;85.0202;13;1283.693;461.7673
1683045608434;1;-262.6931;347.5995;-153.1797;9.99999;350.4115;0;4.5521;-258.1942;247.0739;-152.4858;-288.095514285714;345.45655;55.9749714285714;13;1282.816;461.3615
1683045608450;1;-262.7296;347.5995;-152.0916;9.99999;349.9625;5e-08;4.4223;-258.359;247.1964;-151.4175;-288.089257142857;345.289421428571;55.9774285714286;13;1282.827;461.0906
1683045608467;1;-262.7714;347.5995;-151.0039;9.99999;349.5281;-1.1e-07;4.2978;-258.5238;247.3492;-150.3488;-288.375414285714;345.167628571429;55.9456714285714;13;1282.362;460.8933
1683045608483;1;-262.8185;347.5996;-149.9167;9.999991;349.1118;-2.2e-07;4.1787;-258.6887;247.5022;-149.2797;-286.003885714286;344.9756;36.0069571428572;13;1282.319;460.1616
1683045608501;1;-262.8711;347.5996;-148.8299;9.999991;348.7157;0;4.0649;-258.8537;247.6552;-148.2103;-286.469242857143;344.879928571429;35.8434285714286;13;1281.462;459.988
1683045608517;1;-262.9291;347.5996;-147.7436;9.999989;348.3414;-1.1e-07;3.9567;-259.0186;247.7813;-147.1405;-286.8499;344.851778571428;35.7450142857143;13;1280.768;459.9365
1683045608534;1;-262.9926;347.5997;-146.6579;9.99999;347.9895;0;3.854;-259.1837;247.8835;-146.0704;-286.7734;344.929685714285;35.8027714285714;13;1280.915;460.0771
1683045608551;1;-263.0618;347.5997;-145.5727;9.999991;347.6604;0;3.7569;-259.3488;247.9839;-145;-289.405428571429;344.961978571429;55.7284571428572;13;1280.67;460.5583
1683045608566;1;-263.1365;347.5997;-144.4881;9.99999;347.3537;0;3.6654;-259.5139;248.0809;-143.9294;-293.057542857143;344.680307142857;88.1142285714286;13;1281.227;460.7022
1683045608583;1;-263.2168;347.5998;-143.4041;9.999991;347.0691;-1.1e-07;3.5796;-259.6791;248.1568;-142.8585;-296.417242857143;344.3533;120.534214285714;13;1282.019;460.7562
1683045608601;1;-263.3027;347.5998;-142.3208;9.999991;346.8058;1.1e-07;3.4993;-259.8443;248.2457;-141.7873;-298.815971428571;343.953007142857;149.2983;13;1283.233;460.6693
1683045608617;1;-263.3942;347.5998;-141.238;9.99999;346.5629;0;3.4247;-260.0096;248.3332;-140.716;-298.470371428571;343.644664285714;158.217128571429;13;1284.747;460.4414
1683045608634;1;-263.4912;347.5999;-140.156;9.999991;346.3394;0;3.3557;-260.1748;248.4431;-139.6445;-299.159128571428;342.914235714285;170.813028571429;13;1285.519;459.8304
1683045608650;1;-263.5938;347.5999;-139.0746;9.99999;346.1343;0;3.2921;-260.3401;248.6196;-138.5728;-300.305042857143;342.07775;183.252757142857;13;1285.757;459.1543
1683045608667;1;-263.7017;347.5999;-137.9939;9.99999;345.9464;3.3e-07;3.234;-260.5054;248.796;-137.5009;-307.3329;340.3209;211.214014285714;13;1282.089;457.9263
1683045608683;1;-263.8149;347.6;-136.9138;9.999991;345.7747;1.1e-07;3.1814;-260.6707;248.9839;-136.4289;-313.340671428571;338.878014285714;226.715185714286;13;1278.408;456.9052
1683045608701;1;-263.9335;347.6;-135.8345;9.99999;345.6181;0;3.134;-260.8361;249.138;-135.3568;-314.042914285714;338.462278571428;209.188042857143;13;1275.603;456.1492
1683045608717;1;-264.0573;347.6;-134.7558;9.99999;345.4754;1.1e-07;2.8548;-261.4286;249.2987;-133.6423;-315.706128571429;338.119828571429;195.3168;13;1272.12;455.4894
1683045608733;1;-264.1862;347.6001;-133.6779;9.99999;345.3457;-1.1e-07;2.553;-261.8353;249.3888;-132.6821;-317.463542857143;337.591485714286;181.023857142857;13;1268.2;454.5756
1683045608750;1;-264.3201;347.6001;-132.6006;9.99999;345.2278;1.1e-07;2.2562;-262.2426;249.4833;-131.7206;-318.1866;337.485228571428;163.053842857143;13;1264.362;453.9099
1683045608767;1;-264.4589;347.6001;-131.524;9.99999;345.121;-1.1e-07;1.9641;-262.6504;249.5886;-130.7579;-318.824285714286;337.260907142857;145.8973;13;1260.344;453.0628
1683045608783;1;-264.6026;347.6002;-130.4481;9.999991;345.0242;0;1.6767;-263.0587;249.7533;-129.7941;-313.527585714286;337.9841;113.260757142857;13;1259.429;452.5886
