Timestamp;Lap_Number;Position.x.;Position.y.;Position.z.;Orientation.x.;Orientation.y.;Orientation.z.;Path_Deviation;Estimated_Path_Center.x.;Estimated_Path_Center.y.;Estimated_Path_Center.z.;Gaze_Location.x.;Gaze_Location.y.;Gaze_Location.z.;Subject;Gaze.x.;Gaze.y.
1682349762000;1;-261.3555;347.635;-159.0943;8.341771;5.986808;1.1e-07;4.1317;-257.2721;246.4371;-158.4645;-264.578;352.0762;-137.2296;5;1191.701;527.952
1682349762016;1;-261.2064;347.6348;-158.1645;8.351857;5.227345;0;3.8426;-257.4087;246.5457;-157.5788;-264.578;352.0762;-137.2296;5;1191.701;527.952
1682349762033;1;-261.0593;347.6345;-157.2332;8.361959;4.439168;8e-08;3.5553;-257.5456;246.6812;-156.6913;-264.578;352.0762;-137.2296;5;1191.701;527.952
1682349762050;1;-260.9146;347.6343;-156.3005;8.37207;3.624137;0;3.2701;-257.6827;246.8069;-155.802;-264.578;352.0762;-137.2296;5;1191.701;527.952
1682349762067;1;-260.7728;347.6341;-155.3662;8.382188;2.784077;4e-08;2.9875;-257.8202;246.8786;-154.9108;-264.589871428571;352.075735714286;-136.989642857143;5;1192.071;527.1495
1682349762083;1;-260.6341;347.6338;-154.4304;8.392314;1.920796;0;2.7078;-257.9579;246.9505;-154.0176;-264.601742857143;352.075271428572;-136.749685714286;5;1192.433;526.3636
1682349762100;1;-260.4989;347.6336;-153.4931;8.402445;1.036068;-1e-08;2.4313;-258.096;247.0226;-153.1225;-264.533842857143;351.929264285715;-136.465;5;1194.088;523.2018
1682349762116;1;-260.3677;347.6334;-152.5543;8.412569;0.1315321;0;2.1585;-258.2344;247.0949;-152.2253;-264.465942857143;351.783257142857;-136.180314285714;5;1195.704;520.116
1682349762133;1;-260.2408;347.6331;-151.6141;8.422678;359.2088;1e-08;1.8898;-258.3731;247.2094;-151.326;-264.398042857143;351.63725;-135.895628571429;5;1197.281;517.103
1682349762150;1;-260.1187;347.6329;-150.6724;8.432774;358.2693;0;1.6256;-258.5121;247.3384;-150.4246;-264.330142857143;351.491242857143;-135.610942857143;5;1198.821;514.1614
1682349762167;1;-260.0017;347.6327;-149.7294;8.442836;357.3145;-3e-08;1.3662;-258.6515;247.4676;-149.5211;-268.429685714286;351.345778571428;-119.637257142857;5;1179.42;489.0423
1682349762184;1;-259.8902;347.6325;-148.7851;8.452855;356.3458;0;1.1121;-258.7911;247.5972;-148.6156;-272.517357142857;351.200778571428;-103.903528571429;5;1170.848;478.3629
1682349762200;1;-259.7845;347.6323;-147.8395;8.462817;355.3643;-1.1e-07;0.8635;-258.9312;247.7179;-147.7079;-276.605028571429;351.055778571429;-88.1698;5;1166.048;472.3835
1682349762217;1;-259.6851;347.6321;-146.8929;8.472709;354.3711;-1.1e-07;0.6209;-259.0714;247.8153;-146.7982;-280.772471428571;351.056321428571;-72.4808;5;1162.62;469.1736
1682349762234;1;-259.5923;347.6319;-145.9451;8.482515;353.3677;1.6e-07;0.3847;-259.2121;247.9008;-145.8865;-284.939914285714;351.056864285714;-56.7918;5;1160.238;466.9431
1682349762249;1;-259.5064;347.6317;-144.9965;8.492237;352.3586;-5e-08;0.1552;-259.353;247.9865;-144.9728;-289.107357142857;351.057407142857;-41.1028;5;1158.487;465.303
1682349762268;1;-259.4278;347.6316;-144.0469;8.501859;351.3541;-5e-08;0.0672;-259.4942;248.0723;-144.0572;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762283;1;-259.3569;347.6314;-143.0967;8.511372;350.3674;-2.7e-07;0.2821;-259.6357;248.1335;-143.1397;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762300;1;-259.2938;347.6313;-142.1458;8.52077;349.4098;-1.6e-07;0.4894;-259.7775;248.2097;-142.2204;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762316;1;-259.239;347.6311;-141.1944;8.530045;348.4894;1.1e-07;0.6886;-259.9196;248.2861;-141.2993;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762334;1;-259.1926;347.631;-140.2426;8.539194;347.6134;1.1e-07;0.8796;-260.0619;248.354;-140.3767;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762350;1;-259.1549;347.6309;-139.2905;8.548214;346.7888;-1.1e-07;1.062;-260.2044;248.4747;-139.4524;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762366;1;-259.126;347.6308;-138.3383;8.557095;346.0237;1.1e-07;1.2357;-260.3472;248.6271;-138.5266;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762383;1;-259.106;347.6307;-137.386;8.565834;345.3267;-1.1e-07;1.4005;-260.4902;248.7798;-137.5995;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762400;1;-259.0952;347.6306;-136.4337;8.574431;344.7036;0;1.5564;-260.6334;248.9327;-136.671;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762416;1;-259.0934;347.6305;-135.4816;8.58288;344.1583;-1.1e-07;1.7033;-260.7768;249.102;-135.7413;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762433;1;-259.1007;347.6305;-134.5297;8.591182;343.6933;-2.2e-07;1.8419;-260.9127;249.1846;-134.8601;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762450;1;-259.1171;347.6304;-133.5781;8.599333;343.3091;-1.1e-07;2.1535;-261.1;249.226;-134.418;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762467;1;-259.1424;347.6303;-132.6268;8.607329;343.0887;0;2.5012;-261.4455;249.3025;-133.6023;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762483;1;-259.1765;347.6303;-131.6758;8.615174;343.0952;-2.2e-07;2.8408;-261.7922;249.3792;-132.7838;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762499;1;-259.2191;347.6302;-130.7252;8.622864;343.1192;0;3.1723;-262.1401;249.4568;-131.9625;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762517;1;-259.2698;347.6302;-129.7749;8.630398;343.1686;-3.2e-07;3.4963;-262.4892;249.547;-131.1386;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762533;1;-259.3284;347.6302;-128.8249;8.637778;343.2483;-1.1e-07;3.8128;-262.8393;249.6621;-130.312;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762550;1;-259.3946;347.6302;-127.8751;8.645003;343.3583;2.2e-07;4.1223;-263.1904;249.8081;-129.483;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762566;1;-259.468;347.6301;-126.9257;8.652072;343.495;-1.1e-07;4.4251;-263.5426;249.9545;-128.6516;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762583;1;-259.5484;347.6301;-125.9764;8.658992;343.6536;-2.2e-07;4.7213;-263.8958;250.0842;-127.8179;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762599;1;-259.6354;347.63;-125.0273;8.665753;343.8276;0;5.0114;-264.2499;250.1297;-126.982;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762617;1;-259.7286;347.63;-124.0784;8.672365;344.011;0;5.2957;-264.6049;250.1654;-126.144;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762634;1;-259.8279;347.6299;-123.1296;8.678825;344.1985;-2.2e-07;5.5744;-264.9607;250.2012;-125.3039;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762650;1;-259.9328;347.6299;-122.1809;8.685137;344.3863;-2.2e-07;5.8478;-265.3174;250.304;-124.4618;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762667;1;-260.0431;347.6298;-121.2323;8.691301;344.5714;0;6.1162;-265.6749;250.4219;-123.6179;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762684;1;-260.1585;347.6298;-120.2836;8.69733;344.7516;4.3e-07;6.38;-266.0332;250.5256;-122.7721;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762700;1;-260.2787;347.6297;-119.3348;8.703267;344.9251;0;6.6394;-266.3922;250.6369;-121.9244;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762717;1;-260.4036;347.6296;-118.3858;8.709117;345.0908;2.2e-07;6.8946;-266.752;250.7599;-121.075;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762733;1;-260.5328;347.6295;-117.4366;8.714897;345.248;2.2e-07;7.1458;-267.1126;250.8832;-120.2238;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762749;1;-260.6661;347.6295;-116.4871;8.720636;345.3963;-1.1e-07;7.3934;-267.4739;250.9675;-119.3709;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762766;1;-260.8034;347.6294;-115.5373;8.726344;345.5353;-2.2e-07;7.6374;-267.8359;251.0378;-118.5162;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
1682349762783;1;-260.9444;347.6293;-114.5871;8.732004;345.6651;-3.2e-07;7.8782;-268.1986;251.0805;-117.66;-293.2748;351.05795;-25.4138;5;1157.145;464.0464
