Timestamp;Lap_Number;Position.x.;Position.y.;Position.z.;Orientation.x.;Orientation.y.;Orientation.z.;Path_Deviation;Estimated_Path_Center.x.;Estimated_Path_Center.y.;Estimated_Path_Center.z.;Gaze_Location.x.;Gaze_Location.y.;Gaze_Location.z.;Subject;Gaze.x.;Gaze.y.
1682263980023;1;-260.4426;347.601;-158.1239;9.99999;354.0943;0;3.0816;-257.3971;246.5364;-157.6542;-240.825142857143;342.606714285714;302.449285714286;4;1331.111;460.9198
1682263980040;1;-260.5697;347.601;-157.0452;9.99999;354.2195;1.1e-07;3.0428;-257.5625;246.6986;-156.5814;-246.522585714286;339.903142857143;256.1828;4;1327.953;458.1967
1682263980056;1;-260.6963;347.601;-155.9662;9.999991;354.2975;-1.6e-07;3.0033;-257.728;246.8305;-155.5084;-252.439957142857;336.902771428571;219.654614285714;4;1323.593;454.7692
1682263980073;1;-260.8222;347.6009;-154.8869;9.99999;354.3252;5e-08;2.9632;-257.8936;246.9169;-154.4352;-252.9413;336.44055;251.626757142857;4;1322.568;455.1483
1682263980089;1;-260.9475;347.6009;-153.8073;9.99999;354.3008;-5e-08;2.9226;-258.0591;247.0034;-153.3618;-253.747557142857;335.108871428571;300.417942857143;4;1321.253;455.1417
1682263980106;1;-261.0722;347.6008;-152.7275;9.99999;354.2238;0;2.8812;-258.2247;247.0898;-152.2883;-254.603985714286;333.898128571429;349.253242857143;4;1320.156;455.2215
1682263980122;1;-261.1965;347.6008;-151.6474;9.99999;354.0977;5e-08;2.8394;-258.3903;247.2254;-151.2146;-256.103342857143;332.4501;400.8941;4;1318.832;455.1857
1682263980139;1;-261.3203;347.6007;-150.5671;9.99999;353.9327;0;2.7971;-258.5559;247.379;-150.1407;-257.519257142857;331.348392857143;430.341871428571;4;1317.846;455.0034
1682263980156;1;-261.4439;347.6007;-149.4866;9.99999;353.7403;-5e-08;2.7545;-258.7216;247.5326;-149.0667;-259.417828571429;330.018621428571;459.358528571429;4;1316.68;454.7021
1682263980173;1;-261.5673;347.6006;-148.4059;9.99999;353.5301;-5e-08;2.7117;-258.8872;247.6861;-147.9925;-261.096471428572;328.98565;478.636885714286;4;1315.735;454.4351
1682263980189;1;-261.6907;347.6006;-147.325;9.99999;353.3094;5e-08;2.6689;-259.0529;247.804;-146.9182;-249.891257142857;331.677421428572;518.087571428571;4;1321.587;456.4243
1682263980206;1;-261.8142;347.6005;-146.244;9.99999;353.0842;-1.1e-07;2.6262;-259.2187;247.9048;-145.8436;-238.132985714286;334.936814285714;540.634342857143;4;1327.347;458.3274
1682263980222;1;-261.938;347.6005;-145.1628;9.99999;352.859;0;2.5838;-259.3844;248.0056;-144.769;-230.9865;338.003292857143;530.699885714286;4;1331.176;459.8035
1682263980239;1;-262.0622;347.6005;-144.0816;9.99999;352.6374;1.1e-07;2.5417;-259.5502;248.092;-143.6941;-223.500028571429;341.247457142857;517.973971428571;4;1335.38;461.404
1682263980256;1;-262.187;347.6004;-143.0002;9.99999;352.4219;5e-08;2.5002;-259.716;248.1766;-142.6191;-224.411171428572;342.824928571428;453.9314;4;1336.881;461.9719
1682263980272;1;-262.3124;347.6004;-141.9189;9.999989;352.2145;5e-08;2.4593;-259.8818;248.2658;-141.544;-224.839657142857;344.630464285715;390.319942857143;4;1339.027;462.8217
