Timestamp,Lap_Number,Position.x.,Position.y.,Position.z.,Orientation.x.,Orientation.y.,Orientation.z.,Path_Deviation,Estimated_Path_Center.x.,Estimated_Path_Center.y.,Estimated_Path_Center.z.,Gaze_Location.x.,Gaze_Location.y.,Gaze_Location.z.,Subject,Gaze.x.,Gaze.y.
1682440718561,1,-265.1748,347.5995,-157.6983,9.999991,1.723321,-1e-08,7.6935,-257.5711,246.7075,-156.5256,-275.699825,317.858726785715,-15.5843178571428,6,1242.938,390.127
1682440718577,1,-265.1407,347.5994,-156.6076,9.99999,1.719633,1e-08,7.4936,-257.7346,246.834,-155.4653,-276.700403571429,317.586392857143,-13.1166178571428,6,1240.925,390.7269
1682440718594,1,-265.1066,347.5994,-155.5168,9.999991,1.710344,3e-08,7.2936,-257.8982,246.9193,-154.405,-277.700982142857,317.314058928572,-10.6489178571428,6,1238.98,391.3065
1682440718610,1,-265.0726,347.5994,-154.426,9.999991,1.684061,-3e-08,7.0937,-258.0617,247.0047,-153.3447,-278.847571428571,316.748160714286,-8.18666428571425,6,1236.742,391.1475
1682440718628,1,-265.0386,347.5994,-153.3352,9.99999,1.628,1e-08,6.8939,-258.2253,247.0901,-152.2843,-279.994160714286,316.1822625,-5.72441071428568,6,1234.575,390.9935
1682440718643,1,-265.0048,347.5994,-152.2443,9.999989,1.532841,-1e-08,6.6941,-258.3889,247.2241,-151.2238,-281.097710714286,315.120801785714,0.933157142857174,6,1233.563,391.7053
1682440718661,1,-264.9711,347.5993,-151.1533,9.999991,1.392058,3e-08,6.4945,-258.5524,247.3758,-150.1633,-282.201260714286,314.059341071428,7.59072500000003,6,1232.633,392.3595
1682440718676,1,-264.9376,347.5993,-150.0623,9.99999,1.201413,-1e-08,6.2952,-258.716,247.5275,-149.1028,-283.805689285714,313.718391071429,10.0023107142857,6,1229.748,392.6621
1682440718693,1,-264.9045,347.5993,-148.9713,9.999991,0.9583676,0,6.0962,-258.8796,247.6792,-148.0421,-285.410117857143,313.377441071429,12.4138964285715,6,1226.943,392.9564
1682440718711,1,-264.8719,347.5993,-147.8803,9.999991,0.6618282,2e-08,5.8977,-259.0432,247.7981,-146.9813,-286.950946428571,313.073841071428,14.8976821428572,6,1224.369,393.3526
1682440718727,1,-264.84,347.5993,-146.7892,9.99999,0.3117945,0,5.6998,-259.2068,247.8976,-145.9203,-288.491775,312.770241071428,17.3814678571429,6,1221.868,393.7376
1682440718743,1,-264.809,347.5993,-145.698,9.999992,359.9091,0,5.5028,-259.3705,247.9971,-144.8592,-290.381310714286,311.656196428571,23.2809214285715,6,1219.689,393.8409
1682440718760,1,-264.7791,347.5993,-144.6068,9.99999,359.4552,0,5.3069,-259.5342,248.0871,-143.7979,-292.270846428571,310.542151785715,29.180375,6,1217.648,393.9378
1682440718776,1,-264.7505,347.5993,-143.5155,9.99999,358.952,1e-08,5.1124,-259.6979,248.1669,-142.7363,-293.975728571429,309.452708928571,35.8079464285715,6,1216.281,394.3492
1682440718793,1,-264.7237,347.5992,-142.4243,9.99999,358.4017,0,4.9194,-259.8617,248.255,-141.6744,-295.58295,309.326928571429,36.5388821428572,6,1213.519,394.3666
1682440718809,1,-264.6987,347.5992,-141.333,9.99999,357.8068,-4e-08,4.7284,-260.0255,248.3396,-140.6122,-296.768585714286,309.384473214285,37.1468392857143,6,1211.519,394.6855
1682440718827,1,-264.6761,347.5992,-140.2416,9.99999,357.1732,5e-08,4.5397,-260.1894,248.4587,-139.5496,-298.599853571429,309.468276785714,37.9262178571429,6,1208.403,395.1069
1682440718843,1,-264.656,347.5992,-139.1503,9.999991,356.5147,3e-08,4.3535,-260.3534,248.6337,-138.4867,-301.100514285714,310.385,43.3444857142857,6,1205.663,398.6579
1682440718861,1,-264.6389,347.5992,-138.059,9.999992,355.8474,-1.1e-07,4.1702,-260.5174,248.8088,-137.4233,-303.601175,311.301723214286,48.7627535714286,6,1203.069,402.018
1682440718877,1,-264.6251,347.5992,-136.9678,9.99999,355.1838,0,3.9902,-260.6815,248.9991,-136.3595,-305.254914285714,311.289691071428,48.4386964285715,6,1200.087,401.8806
1682440718893,1,-264.6148,347.5992,-135.8766,9.99999,354.5333,5e-08,3.8053,-261.1109,249.2284,-134.3924,-306.908653571429,311.277658928571,48.1146392857143,6,1197.094,401.7426
1682440718910,1,-264.6085,347.5992,-134.7856,9.999991,353.903,-1.1e-07,3.374,-261.5017,249.3149,-133.4696,-307.409975,311.389917857143,49.4457107142857,6,1196.707,402.3486
1682440718927,1,-264.6063,347.5992,-133.6947,9.99999,353.2981,0,2.9464,-261.8932,249.4016,-132.5455,-309.129096428571,312.493133928572,52.7677321428572,6,1194.994,405.241
1682440718943,1,-264.6085,347.5992,-132.604,9.99999,352.722,-5e-08,2.5231,-262.2852,249.4943,-131.6199,-309.943046428571,313.656010714285,50.5533857142857,6,1192.826,406.6123
1682440718960,1,-264.6154,347.5992,-131.5136,9.999991,352.177,-1.6e-07,2.1041,-262.6779,249.5957,-130.6929,-310.756996428571,314.8188875,48.3390392857143,6,1190.611,408.0126
1682440718976,1,-264.627,347.5992,-130.4234,9.99999,351.6642,-5e-08,1.6896,-263.0713,249.7585,-129.7644,-314.937271428571,315.619673214286,54.2957964285715,6,1185.843,410.9733
1682440718993,1,-264.6437,347.5993,-129.3335,9.999991,351.1842,-1.1e-07,1.2799,-263.4652,249.9223,-128.8343,-319.117546428571,316.420458928572,60.2525535714286,6,1181.338,413.7701
1682440719027,1,-264.6656,347.5993,-128.244,9.99999,350.7367,-5e-08,0.875,-263.8599,250.0773,-127.9027,-321.137089285714,316.433646428571,60.0981142857143,6,1177.949,413.7406
1682440719043,1,-264.725,347.5993,-126.066,9.999991,349.9365,0,0.0802,-264.6511,250.1701,-126.0347,-323.156632142857,316.446833928571,59.943675,6,1174.554,413.7111
1682440719060,1,-264.7628,347.5994,-124.9777,9.999991,349.5815,1.1e-07,0.3095,-265.0478,250.21,-125.0984,-324.648092857143,316.494101785715,60.2148107142857,6,1172.22,413.8437
1682440719076,1,-264.806,347.5994,-123.8898,9.99999,349.2549,-1.1e-07,0.694,-265.445,250.3503,-124.1605,-326.139553571429,316.541369642857,60.4859464285715,6,1169.892,413.976
1682440719110,1,-264.8547,347.5994,-122.8024,9.999989,348.9549,1.1e-07,1.0733,-265.843,250.4706,-123.221,-327.208025,316.616691071428,61.2804,6,1168.512,414.2809
1682440719127,1,-264.9088,347.5995,-121.7155,9.999991,348.6778,0,1.4474,-266.2416,250.586,-122.28,-328.276496428571,316.6920125,62.0748535714286,6,1167.143,414.5836
1682440719143,1,-264.9684,347.5995,-120.6291,9.99999,348.4152,1.1e-07,1.8163,-266.6408,250.7219,-121.3375,-329.453307142857,317.775594642857,60.2054964285715,6,1164.355,415.9348
1682440719160,1,-265.0335,347.5995,-119.5432,9.99999,348.1549,1.1e-07,2.1799,-267.0407,250.8587,-120.3935,-330.630117857143,318.859176785715,58.3361392857143,6,1161.519,417.3092
1682440719193,1,-265.1798,347.5996,-117.3731,9.99999,347.5927,0,2.8916,-267.8424,251.0391,-118.5009,-330.744864285714,319.840125,62.3883678571429,6,1163.411,419.8092
1682440719227,1,-265.3478,347.5997,-115.2053,9.999991,346.9184,0,3.5825,-268.6465,251.1107,-116.6026,-330.859610714286,320.821073214285,66.4405964285715,6,1165.231,422.2151
1682440719243,1,-265.44,347.5997,-114.1224,9.99999,346.5266,2.2e-07,3.92,-269.0495,251.2847,-115.6513,-330.590846428571,321.881748214285,69.1136571428572,6,1166.958,424.4117
1682440719261,1,-265.5377,347.5998,-113.0401,9.99999,346.0978,0,4.2521,-269.4531,251.3929,-114.6986,-330.322082142857,322.942423214285,71.7867178571429,6,1168.642,426.5542
1682440719276,1,-265.6411,347.5998,-111.9585,9.99999,345.6381,2.2e-07,4.5788,-269.8572,251.5014,-113.7445,-332.953542857143,323.913664285715,71.4033107142858,6,1164.399,428.0002
1682440719293,1,-265.7501,347.5998,-110.8777,9.99999,345.1585,1.1e-07,4.9,-270.262,251.6099,-112.7889,-335.585003571429,324.884905357143,71.0199035714286,6,1160.141,429.4511
1682440719310,1,-265.8649,347.5999,-109.7977,9.99999,344.6713,0,5.2155,-270.6673,251.716,-111.832,-336.803657142857,324.993214285714,71.7458571428572,6,1158.596,429.7286
1682440719327,1,-265.9857,347.5999,-108.7186,9.999988,344.1858,2.2e-07,5.5252,-271.0733,251.8161,-110.8737,-338.058639285714,325.094844642857,72.3888857142857,6,1156.962,429.981
1682440719344,1,-266.1125,347.5999,-107.6404,9.99999,343.7092,0,5.829,-271.4798,251.9529,-109.9139,-341.809139285714,325.74255,71.2864392857143,6,1150.566,430.81
1682440719360,1,-266.2454,347.6,-106.5632,9.99999,343.2469,2.2e-07,6.1268,-271.8869,252.0898,-108.9529,-344.914007142857,326.363996428572,70.0125714285715,6,1145.025,431.5836
1682440719377,1,-266.3845,347.6,-105.487,9.99999,342.8026,-2.2e-07,6.4184,-272.2946,252.2129,-107.9904,-346.479278571429,326.198698214286,64.2804857142857,6,1139.199,430.4361
1682440719393,1,-266.5299,347.6001,-104.4118,9.99999,342.3792,1.1e-07,6.7039,-272.7029,252.3009,-107.0267,-348.04455,326.0334,58.5484,6,1133.054,429.2257
1682440719410,1,-266.6816,347.6001,-103.3378,9.99999,341.9783,1.1e-07,6.9831,-273.1117,252.3891,-106.0616,-348.779503571429,326.174205357143,59.7369464285715,6,1132.608,429.6533
1682440719427,1,-266.8397,347.6002,-102.265,9.999991,341.6009,0,7.2561,-273.521,252.484,-105.0952,-349.514457142857,326.315010714286,60.9254928571429,6,1132.167,430.0762
1682440719444,1,-267.0041,347.6002,-101.1933,9.99999,341.2474,1.1e-07,7.5227,-273.9309,252.594,-104.1275,-351.046457142857,326.393719642857,61.2285357142857,6,1129.846,430.2472
1682440719461,1,-267.1748,347.6003,-100.1229,9.99999,340.9177,1.1e-07,7.7829,-274.3413,252.7304,-103.1586,-351.360657142857,325.481471428571,59.5406285714286,6,1128.158,428.459
1682440719477,1,-267.352,347.6003,-99.05373,9.99999,340.6114,-1.1e-07,8.0369,-274.7523,252.8708,-102.1885,-355.334542857143,325.084721428571,61.3216214285715,6,1122.767,428.0865
1682440719493,1,-267.5354,347.6004,-97.98583,9.999992,340.3278,-2.2e-07,8.2845,-275.1637,253.0116,-101.2172,-359.308428571429,324.687971428571,63.1026142857143,6,1117.457,427.7198
1682440719510,1,-267.7251,347.6004,-96.91923,9.99999,340.0659,0,8.5258,-275.5757,253.1525,-100.2447,-359.797803571429,324.672221428572,56.8905321428572,6,1112.122,426.5948
1682440719526,1,-267.9211,347.6005,-95.85394,9.999991,339.8249,-1.1e-07,8.7609,-275.9881,253.2708,-99.2711,-360.287178571429,324.656471428572,50.67845,6,1106.46,425.4008
1682440719544,1,-268.1232,347.6005,-94.78996,9.99999,339.6035,-2.2e-07,8.9898,-276.401,253.3689,-98.2964,-362.107317857143,325.462792857143,49.9445964285715,6,1102.756,426.6527
1682440719560,1,-268.3314,347.6006,-93.72729,9.999991,339.4006,1.1e-07,9.2126,-276.8143,253.4669,-97.3206,-363.927457142857,326.269114285715,49.2107428571429,6,1099.026,427.9133
1682440719577,1,-268.5456,347.6006,-92.66595,9.99999,339.2151,-1.1e-07,9.4293,-277.2281,253.5649,-96.3438,-366.024014285714,327.0546625,48.1492285714286,6,1094.496,429.0872
1682440719593,1,-268.7657,347.6006,-91.60593,9.999989,339.0458,3.3e-07,9.6401,-277.6422,253.673,-95.366,-368.120571428571,327.840210714285,47.0877142857143,6,1089.918,430.2734
1682440719610,1,-268.9916,347.6007,-90.54723,9.999991,338.8914,2.2e-07,9.845,-278.0569,253.7865,-94.3872,-370.57845,328.585032142857,45.6133214285715,6,1084.26,431.3289
1682440719627,1,-269.2233,347.6007,-89.48982,9.99999,338.751,2.2e-07,10.0441,-278.4719,253.9334,-93.4075,-373.036328571428,329.329853571428,44.1389285714286,6,1078.516,432.4004
1682440719643,1,-269.4605,347.6008,-88.43372,9.999991,338.6235,0,10.2376,-278.8873,254.0908,-92.4268,-375.275996428571,329.019867857143,44.9526571428572,6,1075.261,431.9694
