Timestamp,Lap_Number,Position.x.,Position.y.,Position.z.,Orientation.x.,Orientation.y.,Orientation.z.,Path_Deviation,Estimated_Path_Center.x.,Estimated_Path_Center.y.,Estimated_Path_Center.z.,Gaze_Location.x.,Gaze_Location.y.,Gaze_Location.z.,Subject,Gaze.x.,Gaze.y.
1683320426283,1,-258.431,347.6002,-158.9772,9.99999,347.5602,2.2e-07,1.2236,-257.2218,246.3971,-158.7907,-311.074410714286,335.601664285714,201.962878571429,15,1305.284,453.2088
1683320426300,1,-258.5098,347.6002,-157.8948,9.99999,347.39,1.1e-07,1.1364,-257.3867,246.5282,-157.7215,-311.557653571429,335.251117857143,204.224875,15,1305.141,452.9449
1683320426317,1,-258.594,347.6003,-156.8129,9.99999,347.2355,0,1.0547,-257.5516,246.6874,-156.6521,-315.519782142857,334.600226785715,203.619017857143,15,1301.314,452.3287
1683320426334,1,-258.6836,347.6003,-155.7315,9.99999,347.0955,1.1e-07,0.9784,-257.7166,246.8245,-155.5824,-316.626335714286,335.544375,207.000325,15,1300.772,453.3446
1683320426350,1,-258.7784,347.6003,-154.6507,9.999991,346.9687,0,0.9073,-257.8817,246.9107,-154.5123,-316.160771428571,335.451198214286,208.111046428571,15,1301.37,453.2865
1683320426366,1,-258.8784,347.6003,-153.5703,9.99999,346.854,1.1e-07,0.8415,-258.0467,246.9969,-153.4421,-315.695207142857,335.358021428572,209.221767857143,15,1301.966,453.2287
1683320426383,1,-258.9834,347.6003,-152.4906,9.99999,346.7504,1.1e-07,0.7807,-258.2118,247.0831,-152.3716,-316.188521428571,334.977173214285,212.355435714286,15,1301.962,452.9687
1683320426400,1,-259.0934,347.6004,-151.4113,9.999991,346.6569,-1.1e-07,0.7249,-258.377,247.213,-151.3008,-316.687582142857,334.602482142857,215.555567857143,15,1301.962,452.7209
1683320426417,1,-259.2082,347.6004,-150.3326,9.99999,346.5726,1.1e-07,0.6739,-258.5422,247.3662,-150.2298,-317.149875,334.224126785714,218.839721428571,15,1302.007,452.4763
1683320426433,1,-259.3278,347.6004,-149.2543,9.999992,346.4966,-2.2e-07,0.6278,-258.7074,247.5195,-149.1587,-314.344985714286,335.515725,227.391525,15,1305.669,453.8859
1683320426450,1,-259.452,347.6004,-148.1767,9.99999,346.4282,-1.1e-07,0.5862,-258.8726,247.6728,-148.0873,-310.701235714286,337.285408928572,233.690778571429,15,1309.654,455.6077
1683320426466,1,-259.5806,347.6005,-147.0995,9.99999,346.3667,-2.2e-07,0.5491,-259.0379,247.7949,-147.0157,-310.355864285714,337.39165,234.782667857143,15,1310.083,455.7248
1683320426483,1,-259.7137,347.6005,-146.0228,9.99999,346.3113,-1.1e-07,0.5165,-259.2032,247.8954,-145.944,-310.314407142857,337.495480357143,235.769228571429,15,1310.233,455.8383
1683320426500,1,-259.851,347.6005,-144.9466,9.999989,346.2617,2.2e-07,0.4882,-259.3685,247.9959,-144.8721,-310.32595,337.605225,236.807807142857,15,1310.341,455.9578
1683320426516,1,-259.9925,347.6005,-143.8708,9.999991,346.2171,-1.1e-07,0.4641,-259.5339,248.087,-143.8001,-310.299178571429,337.684741071429,237.546496428571,15,1310.448,456.0435
1683320426534,1,-260.1381,347.6005,-142.7956,9.99999,346.1771,0,0.444,-259.6992,248.1676,-142.7279,-310.272310714286,337.767473214285,238.321132142857,15,1310.559,456.1326
1683320426550,1,-260.2875,347.6005,-141.7208,9.99999,346.1412,-2.2e-07,0.4279,-259.8646,248.2566,-141.6556,-313.337585714286,335.234975,214.012703571429,15,1304.818,453.2411
1683320426566,1,-260.4408,347.6005,-140.6465,9.999992,346.1091,-2.2e-07,0.4157,-260.03,248.3413,-140.5831,-316.430885714286,332.703851785715,189.708457142857,15,1298.289,449.968
1683320426583,1,-260.5978,347.6006,-139.5726,9.999991,346.0803,-1.1e-07,0.4071,-260.1955,248.4651,-139.5105,-316.341410714286,332.787835714286,190.508617857143,15,1298.505,450.0833
1683320426600,1,-260.7585,347.6006,-138.4991,9.99999,346.0546,-1.1e-07,0.4023,-260.3609,248.6418,-138.4378,-316.381114285714,333.072241071428,172.719482142857,15,1295.442,449.6244
