Timestamp,Lap_Number,Position(x),Position(y),Position(z),Orientation(x),Orientation(y),Orientation(z),Collision_Target,Path_Deviation,Estimated_Path_Center(x),Estimated_Path_Center(y),Estimated_Path_Center(z),Gaze_Target,Gaze_Location(x),Gaze_Location(y),Gaze_Location(z),Gaze_Through_Gate,Norm_Pos(x),Norm_Pos(y),Left_X,Left_Y,Right_X,Right_Y,FPS,Flag,gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z,lookaheadCondition,orientationCondition
1682605140978,0,-255.4,347.3018,-182.1808,0.248606,0,0,NULL,1.7649,-253.6557,243.8683,-181.9117,NULL,-257.6832,359.1733,-134.8114,NULL,0.4314,0.5696,0,0,-0.1437,-1,59.38948,FLAG,2227.9454415,2,0.96210652589798,0.455435493589443,0.365806588889094,-2.97107856707057,4.24755403154392,29.509726524487,-0.425330475965514,-0.217211660748871,0.878585841366492,0.577800851708782,-0.131757619067763,0.805472597660653,full,original
1682605140994,0,-255.4,347.337,-181.9482,0.3299743,0,0,NULL,1.7295,-253.6907,243.8932,-181.6846,NULL,-257.6832,359.1733,-134.8114,NULL,0.4314,0.5696,0,0,-0.1499,-1,59.95437,FLAG,2227.961441,2,0.935989946126938,0.455214688942056,0.365556953490291,-2.99222752169116,4.265097927747,29.5578224713738,-0.425344914784349,-0.216614248246691,0.878726334488512,0.577270261983049,-0.131538409057588,0.805888758807703,full,original
1682605141027,0,-255.4,347.3983,-181.3894,0.5205956,0,0,NULL,1.6443,-253.7749,243.9628,-181.1387,NULL,-257.6832,359.1733,-134.8114,NULL,0.4338,0.5766,0,0,-0.157,-1,59.19857,FLAG,2227.993365,3,1,0.467407965758571,0.361732932711561,-2.05986716582714,4.32071296366202,28.9336184929906,-0.415536564944339,-0.218292464032061,0.882993637203049,0.591283846379713,-0.131233899962555,0.795714192729419,full,original
1682605141045,0,-255.4,347.4249,-181.0651,0.6280686,0,0,NULL,1.5949,-253.8238,244.0031,-180.822,NULL,-257.6832,359.1733,-134.8114,NULL,0.4358,0.5797,0,0,-0.158,-1,59.19857,FLAG,2228.0135115,4,0.976156651973724,0.473868415904109,0.363526549931623,-1.62039664865163,4.29793883963731,29.3039784198637,-0.406139765290453,-0.218572627244634,0.887286029231383,0.592955725209397,-0.129821922834904,0.794701060961193,full,original
1682605141061,0,-255.4,347.4491,-180.7122,0.7425593,0,0,NULL,1.5411,-253.8769,244.0471,-180.4773,NULL,-257.6832,359.1733,-134.8114,NULL,0.4358,0.5797,0,0,-0.158,-1,59.19857,FLAG,2228.0274535,4,0.912975698709488,0.475320995382744,0.366368810634309,-1.52512063041917,4.20755257071386,29.4962118303043,-0.404433271552025,-0.220772080487083,0.887520939098977,0.592361095550125,-0.130232306367501,0.795077278543952,full,original
1682605141078,0,-255.4,347.4711,-180.3317,0.8633151,-3e-08,0,NULL,1.4831,-253.9342,244.0944,-180.1056,NULL,-257.6832,359.1733,-134.8114,NULL,0.4335,0.5585,0,0,-0.1609,-1,60.01752,FLAG,2228.04329,4,1,0.450133412516657,0.302189567885068,-22.827382042184,46.5626123225036,197.376377225821,0.271696290985486,-0.0012198794507296,0.962382271947512,0.591349175748223,-0.130462605393872,0.795792473535494,full,original
1682605141095,0,-255.4,347.4911,-179.9246,0.9896348,0,0,NULL,1.421,-253.9956,244.136,-179.7079,NULL,-257.6832,359.1733,-134.8114,NULL,0.4335,0.5585,0,0,-0.1609,-1,60.01752,FLAG,2228.061345,5,0.973610758781433,0.474327179078755,0.367623742813595,-1.59817532790516,4.16017133842617,29.5251174357996,-0.405293468975897,-0.221940139062159,0.886836951574839,0.591349175748223,-0.130462605393872,0.795792473535494,full,original
1682605141111,0,-255.4,347.5091,-179.4917,1.120862,0,0,NULL,1.355,-254.0608,244.1766,-179.2852,NULL,-257.6832,359.1733,-134.8114,NULL,0.4376,0.5844,0,0,-0.1616,-1,59.94988,FLAG,2228.0773205,5,0.998056441545486,0.473600020085052,0.367379018715744,-1.65194975778232,4.17339128921703,29.5442058191797,-0.40603569957183,-0.220907852782796,0.886755169847974,0.590720143828144,-0.130970397841306,0.796176152974294,full,original
1682605141127,0,-255.4,347.5255,-179.0342,1.256385,0,0,NULL,1.2853,-254.1297,244.2196,-178.8383,NULL,-257.6832,359.1733,-134.8114,NULL,0.4375,0.5864,0,0,-0.1616,-1,59.94988,FLAG,2228.093724,6,0.8,0.477178216110538,0.362583933821546,-1.35550768984385,4.24948683476524,28.7251735931999,-0.40713669555713,-0.220479044828487,0.88635698334381,0.599675980763854,-0.13314199096817,0.789089303143783,full,original
1682605141144,0,-255.4,347.5403,-178.5528,1.395637,0,0,NULL,1.2119,-254.2023,244.2648,-178.368,NULL,-257.6832,359.1733,-134.8114,NULL,0.4381,0.5876,0,0,-0.1616,-1,59.90966,FLAG,2228.113383,6,0.99238196015358,0.472686840739757,0.363831409283519,-1.71169506850618,4.30218298182946,29.4143884086344,-0.408044717266041,-0.218505195539658,0.886428219447831,0.591253920182594,-0.129813158033065,0.795969437773962,full,original
1682605141161,0,-255.4,347.5536,-178.0484,1.538086,-3e-08,0,NULL,1.135,-254.2782,244.3059,-177.8754,NULL,-257.6832,359.1733,-134.8114,NULL,0.4381,0.5876,0,0,-0.1616,-1,59.90966,FLAG,2228.1293705,7,0.950372725725174,0.472821859540323,0.363089636920172,-1.69809735121155,4.32239068283985,29.343711920554,-0.408350190431658,-0.218115322061033,0.886383567230711,0.591930158593625,-0.129900543197415,0.795452409779707,full,original
1682605141177,0,-255.4,347.5657,-177.522,1.68324,-3e-08,0,NULL,1.0548,-254.3575,244.3461,-177.3612,NULL,-257.6832,359.1733,-134.8114,NULL,0.4394,0.5898,0,0,-0.1616,-1,59.90966,FLAG,2228.1453395,7,0.871894508600235,0.473069264993841,0.36234135858634,-1.68136891890049,4.35535557848501,29.3585651546458,-0.408013846237328,-0.218549068131187,0.886431613886606,0.592008439099988,-0.128296608881685,0.795654440183586,full,original
1682605141194,0,-255.4,347.5765,-176.9743,1.830641,0,0,NULL,0.9713,-254.44,244.3879,-176.8262,NULL,-257.6832,359.1733,-134.8114,NULL,0.4394,0.5898,0,0,-0.1616,-1,60.11061,FLAG,2228.1617585,8,0.99,0.472725902422508,0.296366442583575,-1.70019987284961,7.00271699286252,28.7678759056469,-0.415737063295505,-0.181052434334445,0.891281498867782,0.599293283750594,-0.0799375262576082,0.796528437626206,full,original
1682605141211,0,-255.4,347.5862,-176.4061,1.979863,-3e-08,0,NULL,0.8847,-254.5257,244.4312,-176.2713,NULL,-257.6832,359.1733,-134.8114,NULL,0.4427,0.593,0,0,-0.1616,-1,60.11061,FLAG,2228.1773345,8,0.85440793633461,0.469093505191201,0.255714756497452,-1.98124853340247,8.7355286438658,28.6329518510327,-0.422946642771575,-0.149204494119135,0.893786415371652,0.59927754944482,-0.0531672445310396,0.798773849622274,full,original
1682605141228,0,-255.4,347.5949,-175.8183,2.130512,0,0,NULL,0.7951,-254.6142,244.4903,-175.6971,NULL,-257.6832,359.1733,-134.8114,NULL,0.4426,0.592,0,0,-0.1663,-1,60.11061,FLAG,2228.1955615,9,1,0.468669970122403,0.244804214990003,-2.0792207716559,9.48770129279218,29.4535627827601,-0.419301343162169,-0.129538886782009,0.898557766887404,0.592993978409744,-0.0448560140048066,0.803956515974207,full,original
1682605141245,0,-255.4,347.6027,-175.2116,2.282224,0,0,NULL,0.7026,-254.7056,244.5644,-175.1045,NULL,-257.6832,359.1733,-134.8114,NULL,0.4435,0.5933,0,0,-0.1765,-1,60.07701,FLAG,2228.211389,9,0.92011421918869,0.469082625364427,0.24118517968176,-2.06685071114764,9.727271284534,29.6745528862645,-0.417771498829312,-0.121949086655871,0.900330714254329,0.591747677742953,-0.0437613504256244,0.804934550193212,full,original
1682605141262,0,-255.4,347.6096,-174.5867,2.43466,0,0,NULL,0.6073,-254.7997,244.6454,-174.4941,NULL,-257.6832,359.1733,-134.8114,NULL,0.4435,0.5933,0,0,-0.183,-1,60.07701,FLAG,2228.229319,10,0.86664941906929,0.470119438468585,0.238875257012224,-2.0141864575786,9.95189552037995,30.0305456314875,-0.41465795916692,-0.114043424294547,0.902802788140743,0.589908552760591,-0.043220331785989,0.806312533885102,full,original
