Timestamp,Lap_Number,Position(x),Position(y),Position(z),Orientation(x),Orientation(y),Orientation(z),Collision_Target,Path_Deviation,Estimated_Path_Center(x),Estimated_Path_Center(y),Estimated_Path_Center(z),Gaze_Target,Gaze_Location(x),Gaze_Location(y),Gaze_Location(z),Gaze_Through_Gate,Norm_Pos(x),Norm_Pos(y),Left_X,Left_Y,Right_X,Right_Y,FPS,Flag,gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z,lookaheadCondition,orientationCondition
1682784884404,0,-255.4,347.1437,-182.4816,0.1438997,0,0,NULL,1.8108,-253.6104,243.8362,-182.2055,_Sp_PW_Tree_Sequoia_01,-252.572542857143,348.145671428571,198.1578,RoundGate42_CenterCollider,0.4985,0.2827,0,0,-0.7665,-0.6402,57.62692,NULL,181989.560924,1,0.99,0.380423836125087,-0.166967504480885,-108.064090259071,334.226625138888,179.235452746831,-0.366783559448179,0.0113032061672457,0.930237635257177,0.272114566212752,0.637842139327783,0.720493628113811,full,offset
1682784884421,0,-255.4,347.1924,-182.3344,0.195261,0,0,NULL,1.7884,-253.6325,243.8519,-182.0618,_Sp_PW_Tree_Sequoia_01,-254.390214285714,345.6142,288.600414285714,RoundGate42_CenterCollider,0.4985,0.2827,0,0,-0.7857,-0.6313,57.62692,NULL,181989.588861,2,0.717591003629271,0.358103518568883,-0.132479710934495,-130.415189052329,319.970191637023,198.791697025704,-0.366783559448179,0.0113032061672457,0.930237635257177,0.227412368626235,0.609329272324053,0.759606116671558,full,offset
1682784884438,0,-255.4,347.2369,-182.167,0.2526657,0,0,NULL,1.7628,-253.6578,243.8698,-181.8983,_Sp_PW_Tree_Sequoia_01,-258.068828571429,342.638271428571,307.0952,RoundGate42_CenterCollider,0.4985,0.2827,0,0,-0.7927,-0.6265,60.59982,NULL,181989.588861,2,0.717591003629271,0.358103518568883,-0.132479710934495,-130.415189052329,319.970191637023,198.791697025704,-0.366783559448179,0.0113032061672457,0.930237635257177,0.227412368626235,0.609329272324053,0.759606116671558,full,offset
1682784884454,0,-255.4,347.2776,-181.9803,0.3153823,0,0,NULL,1.7344,-253.6859,243.8897,-181.7159,_Sp_PW_Tree_Sequoia_01,-259.717528571429,340.559628571429,353.906528571429,RoundGate42_CenterCollider,0.4919,0.2718,0,0,-0.802,-0.6128,60.59982,NULL,181989.626883,3,0.781995960839247,0.400088446606045,0.238649432920078,-21.9555259069233,29.687824047042,87.1173724405081,-0.366783559448179,0.0113032061672457,0.930237635257177,0.165850572353974,0.247745563970716,0.954523820123255,full,offset
1682784884471,0,-255.4,347.3149,-181.776,0.382551,0,0,NULL,1.7032,-253.7167,243.9147,-181.5164,_Sp_PW_Tree_Sequoia_01,-261.366228571429,338.480985714286,400.717857142857,RoundGate42_CenterCollider,0.4917,0.2724,0,0,-0.8151,-0.5865,59.54827,NULL,181989.638957,3,0.832001049220821,0.434067517479993,0.217079029762541,-7.25358930481854,16.5617992430052,44.7489843788836,-0.396689405312863,-0.0722747449772579,0.915103205628196,0.47041954982048,0.105574122149131,0.876104760790133,full,offset
1682784884487,0,-255.4,347.3489,-181.5559,0.4532078,0,0,NULL,1.6697,-253.7498,243.942,-181.3014,_Sp_PW_Tree_Sequoia_01,-262.4906,335.543228571429,460.948414285714,RoundGate42_CenterCollider,0.4897,0.2714,0,0,-0.8339,-0.553,59.54827,NULL,181989.6548775,4,0.991093660593033,0.429349981416323,0.355307575629917,-9.21847715090157,8.86982447596479,55.41229019781,-0.368924701303202,-0.115446339798982,0.922261734756117,0.392035387540919,-0.0503546746056286,0.918570988906684,full,offset
1682784884504,0,-255.4,347.3801,-181.322,0.5263819,0,0,NULL,1.634,-253.7851,243.9712,-181.0729,_Sp_PW_Tree_Sequoia_01,-263.614971428571,332.605471428571,521.178971428571,RoundGate42_CenterCollider,0.4906,0.2717,0,0,-0.8555,-0.5177,59.97505,NULL,181989.6708015,4,0.955771893262863,0.427005832517945,0.346457692892602,-9.39707788701954,9.41124497247893,54.4237035987599,-0.375270615786283,-0.112697340596166,0.920038735244303,0.394876205525196,-0.0412271071053752,0.91780886242711,full,offset
1682784884521,0,-255.4,347.4086,-181.0762,0.6011151,0,0,NULL,1.5966,-253.8221,244.0018,-180.8328,_Sp_PW_Tree_Sequoia_01,-262.760371428571,331.796071428571,534.921957142857,RoundGate42_CenterCollider,0.4906,0.2717,0,0,-0.8777,-0.4765,59.97505,NULL,181989.690892,5,0.88547220826149,0.428673213770439,0.338057069269736,-9.27779315230623,10.1681624585515,54.9820492201225,-0.37178052452549,-0.103564212835374,0.922525715307352,0.393809691076826,-0.0301390674652174,0.918697754338336,full,offset
1682784884537,0,-255.4,347.4347,-180.8208,0.6764281,0,0,NULL,1.5576,-253.8606,244.0335,-180.5834,Terrain_0_0-20210127-113419,-261.469057142857,332.5909,488.119957142857,RoundGate42_CenterCollider,0.4932,0.2697,0,0,-0.9004,-0.43,59.97505,NULL,181989.7027995,5,0.95068883895874,0.427910313809603,0.347252831674187,-9.3311089168706,9.40747463379202,54.7842834006372,-0.373029419911909,-0.108555148408739,0.921447139902307,0.393947101510701,-0.0448304888203568,0.9180391650052,full,offset
1682784884553,0,-255.4,347.4585,-180.5579,0.7513835,0,0,NULL,1.5176,-253.9002,244.0663,-180.3266,Terrain_0_0-20210127-113419,-259.827071428571,333.487342857143,449.641342857143,RoundGate42_CenterCollider,0.4932,0.2697,0,0,-0.9219,-0.3845,59.29897,NULL,181989.722909,6,0.817545473575592,0.42608879159373,0.404920491119734,-9.08823405933086,4.72893196356653,52.4548230069848,-0.37829573493272,-0.175524170555739,0.908891414021737,0.405157070021241,-0.10315528038441,0.908408903930723,full,offset
